,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
77,79,78,78,Jun 27,,PHI,"L,3-7",9.0,10,7,7,0,4,6,1,1,4.26,41,156,99,0.0,0.0,1,1,36,1,0,1,0,0,1,0,3,Bill Miller,"K.Olsen (4-40-L), N.Teut (53), V.Darensbourg (1)"
78,80,79,79,Jun 28,@,TBD,"L,0-4",8.0,9,4,4,0,1,6,1,0,4.27,33,119,80,,,0,0,32,1,1,0,0,0,0,1,1,Mike Reilly,R.Dempster (4-53-L)
79,81,80,80,Jun 29,@,TBD,"W,3-2",9.0,7,2,1,1,4,4,0,1,4.22,39,134,77,2.0,0.0,1,0,34,5,0,0,0,0,1,1,4,Jeff Kellogg,"J.Tavarez (4-53-W), A.Almanza (2-H), B.Looper (2-H), V.Núñez (3-Sv)"
80,82,81,81,Jun 30,@,TBD,"L,5-6",11.1,12,6,5,1,4,13,0,0,4.22,50,179,117,3.0,1.0,0,0,45,5,1,1,1,0,1,1,4,Jim Wolf,"A.Burnett (4-67), A.Almanza (0), B.Looper (0), V.Núñez (0-BL)"
81,84,82,82,Jul 1,,CHC,"W,11-1",9.0,5,1,1,0,5,10,0,0,4.18,36,157,92,0.0,0.0,0,1,30,2,0,0,0,1,0,0,3,Rob Drake,"M.Tejera (4-72-W), K.Olsen (3), O.Mairena (16)"
82,85,83,83,Jul 2,,CHC,"W,9-7",9.0,11,7,6,1,7,7,2,0,4.2,44,175,94,2.0,1.0,0,0,36,3,0,1,0,1,1,2,5,Tim Timmons,"B.Penny (44-29), B.Neal (5-W), A.Almanza (1-H), B.Looper (1), V.Núñez (1)"
83,86,84,84,Jul 3,,CHC,"L,2-6",9.0,11,6,6,0,5,8,1,0,4.23,40,142,90,1.0,1.0,0,1,32,2,2,0,2,1,0,1,4,Paul Emmel,"R.Dempster (4-46-L), V.Darensbourg (5), B.Neal (0), O.Mairena (1)"
84,87,85,85,Jul 4,,NYM,"W,9-7",9.0,14,7,7,0,1,5,1,1,4.26,41,163,104,0.0,0.0,1,0,39,4,0,0,0,0,0,2,4,Gary Darling,"J.Tavarez (4-35-W), A.Almanza (1), B.Looper (1), V.Núñez (1)"
85,88,86,86,Jul 5,,NYM,"L,3-5",9.0,7,5,4,1,5,14,1,0,4.25,41,149,98,1.0,0.0,0,0,36,1,0,0,0,0,1,0,4,Larry Poncino,"A.Burnett (4-60-L), B.Neal (1), O.Mairena (1), V.Darensbourg (1)"
86,89,87,87,Jul 6,,NYM,"W,5-2",9.0,5,2,2,0,5,10,1,2,4.23,36,161,99,2.0,0.0,0,1,29,0,0,0,0,0,0,1,4,Tony Randazzo,"M.Tejera (4-63-W), B.Looper (1-H), V.Núñez (1-H), A.Almanza (1-Sv)"
87,90,88,88,Jul 7,,NYM,"L,3-9",9.0,13,9,8,1,2,10,1,0,4.27,42,164,110,0.0,0.0,1,0,38,3,1,0,2,0,1,1,6,Mike Fichter,"B.Penny (4-45), V.Darensbourg (1), O.Mairena (1-L), B.Neal (1), B.Looper (0), A.Almanza (0)"
88,91,89,89,Jul 12,@,CHC,"L,4-5",15.2,10,5,5,0,5,15,1,0,4.24,62,217,140,0.0,0.0,0,0,55,2,0,1,2,0,1,1,7,Marty Foster,"A.Burnett (6-56), O.Mairena (4), V.Núñez (5), B.Looper (4), A.Almanza (4), B.Neal (4), C.Pavano (23-L)"
89,92,90,90,Jul 13,@,CHC,"L,2-9",8.0,13,9,7,2,5,6,0,1,4.28,42,157,92,3.0,1.0,1,0,36,3,0,0,0,0,2,2,4,Lance Barksdale,"J.Tavarez (8-20-L), V.Darensbourg (5), B.Neal (0), O.Mairena (0)"
90,93,91,91,Jul 14,@,CHC,"L,3-10",8.0,13,10,10,0,3,5,4,0,4.35,38,140,85,0.0,0.0,0,0,34,3,1,1,0,1,0,1,3,Andy Fletcher,"M.Tejera (7-41-L), V.Núñez (1), O.Mairena (0)"
91,94,92,92,Jul 15,@,NYM,"L,3-8",8.0,11,8,8,0,3,4,2,0,4.39,37,139,91,1.0,1.0,1,0,32,1,0,0,1,1,0,1,4,Mike DiMuro,"B.Penny (7-12-L), B.Neal (1), G.Lloyd (7), C.Pavano (2)"
92,95,93,93,Jul 16,@,NYM,"L,5-10",8.0,9,10,9,1,7,7,2,0,4.45,39,150,84,0.0,0.0,0,0,31,3,1,0,1,0,1,0,4,Jerry Layne,"J.Beckett (41-35-L), V.Núñez (1), A.Almanza (3), B.Looper (3)"
93,96,94,94,Jul 17,@,ATL,"L,0-10",8.0,16,10,10,0,5,1,0,1,4.51,44,134,79,3.0,0.0,0,0,37,3,0,1,0,1,0,1,4,Mike Everitt,"A.Burnett (4-15-L), C.Pavano (1), V.Darensbourg (3), G.Lloyd (1)"
