,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
40,41,41,41,May 18,@,BAL,"W,5-4",9.0,11,4,4,0,1,5,1,0,5.03,37,144,88,0.0,0.0,0,0,34,4,0,0,0,2,0,0,3,Jerry Layne,"P.Wilson (5-51), D.Creek (2-W), E.Yan (2-Sv)"
41,42,42,42,May 19,@,BAL,"W,4-0",9.0,5,0,0,0,2,8,0,2,4.91,36,149,99,0.0,0.0,0,0,32,0,0,0,0,0,0,0,2,Hunter Wendelstedt,"T.Harper (4-63-W), S.Kent (4-Sv)"
42,43,43,43,May 21,@,SEA,"W,1-0",9.0,4,0,0,0,1,7,0,0,4.79,30,112,71,,,0,1,28,0,0,0,1,0,0,0,1,Joe Brinkman,J.Kennedy (5-85-W)
43,44,44,44,May 22,@,SEA,"W,3-2",9.0,8,2,2,0,2,4,0,0,4.73,36,136,79,0.0,0.0,1,0,33,2,0,0,1,0,1,1,3,Derryl Cousins,"R.Rupe (5-55-W), V.Zambrano (4-H), E.Yan (3-Sv)"
44,45,45,45,May 23,@,SEA,"L,3-7",8.0,11,7,7,0,8,6,1,0,4.79,41,174,98,2.0,2.0,1,1,33,2,0,0,0,0,0,1,3,Marty Foster,"T.Sturtze (5-34-L), S.Kent (3), D.Creek (4)"
45,46,46,46,May 24,@,OAK,"L,8-9",8.0,12,9,9,0,4,6,3,0,4.9,39,139,85,0.0,0.0,0,0,35,1,1,0,0,0,0,1,3,Ron Kulpa,"P.Wilson (5-31), L.Gardner (99), V.Zambrano (1-L)"
46,47,47,47,May 25,@,OAK,"L,0-6",8.0,8,6,6,0,4,3,2,0,4.93,36,125,75,2.0,0.0,1,0,32,2,0,0,0,0,0,0,3,Dale Scott,"T.Harper (5-51-L), J.Sosa (8), D.Creek (1)"
47,48,48,48,May 26,@,OAK,"L,0-7",8.0,8,7,7,0,0,2,3,1,4.99,33,137,91,0.0,0.0,0,0,32,1,0,0,0,0,0,0,4,Jim Joyce,"J.Kennedy (4-30-L), L.Gardner (1), V.Zambrano (1), E.Yan (3)"
48,49,49,49,May 28,,SEA,"W,5-1",9.0,5,1,1,0,1,5,0,0,4.91,32,114,74,,,0,0,31,1,0,0,0,0,0,1,1,Richard Shulock,R.Rupe (5-77-W)
49,50,50,50,May 29,,SEA,"L,2-5",9.0,10,5,5,0,5,6,1,0,4.91,38,132,73,6.0,0.0,1,1,31,2,0,0,1,1,0,3,3,Mike Everitt,"T.Sturtze (5-39-L), S.Kent (5), V.Zambrano (2)"
50,51,51,51,May 30,,OAK,"W,4-3",13.0,7,3,3,0,3,9,0,2,4.83,49,179,111,1.0,1.0,0,0,44,2,0,1,0,0,0,2,5,Doug Eddings,"P.Wilson (5-71), L.Gardner (3), D.Creek (4), E.Yan (3), T.Harper (4-W)"
51,52,52,52,May 31,,OAK,"L,9-13",9.0,17,13,11,2,5,9,2,3,4.95,53,231,141,5.0,2.0,1,0,44,1,1,0,0,1,2,0,5,Steve Rippley,"W.Alvarez (46-31), S.Kent (1), L.Gardner (0-BSv), D.Creek (0), E.Yan (0-L)"
52,54,53,53,Jun 1,,OAK,"L,3-8",9.0,12,8,8,0,2,5,2,0,5.0,38,145,90,0.0,0.0,0,1,35,4,0,0,0,1,0,1,2,Gary Darling,"J.Kennedy (5-36-L), V.Zambrano (2)"
53,55,54,54,Jun 2,,OAK,"L,2-4",9.0,7,4,4,0,5,4,1,1,4.99,40,152,91,0.0,0.0,0,1,33,2,0,0,0,1,1,0,2,Tim Timmons,"R.Rupe (4-51-L), T.Harper (2)"
54,56,55,55,Jun 3,@,TOR,"L,1-6",8.0,9,6,6,0,4,5,2,0,5.01,35,130,76,0.0,0.0,0,1,31,5,0,0,0,0,0,0,2,Marvin Hudson,"T.Sturtze (4-36-L), J.Jimenez (99)"
55,57,56,56,Jun 4,@,TOR,"L,1-3",8.0,6,3,3,0,4,2,2,0,4.99,34,112,66,,,0,0,30,1,0,0,0,0,0,0,1,Charlie Reliford,P.Wilson (4-56-L)
56,58,57,57,Jun 5,@,TOR,"W,8-6",9.0,9,6,6,0,3,10,2,0,5.01,39,150,91,0.0,0.0,0,0,35,3,1,0,0,1,1,0,3,Dana DeMuth,"W.Alvarez (4-57-W), V.Zambrano (3), E.Yan (4)"
57,59,58,58,Jun 6,@,TOR,"L,4-5",8.0,6,5,5,0,6,3,1,0,5.02,36,144,82,0.0,0.0,1,0,28,2,0,1,1,1,0,1,2,Kerwin Danley,"J.Kennedy (4-50), T.Harper (3-L)"
58,60,59,59,Jun 7,,SDP,"L,4-8",9.0,8,8,8,0,6,5,2,1,5.07,40,165,94,0.0,0.0,0,1,33,5,0,0,0,0,0,1,3,Larry Young,"R.Rupe (4-34-L), D.Creek (6), J.Jimenez (3)"
59,61,60,60,Jun 8,,SDP,"W,3-2",10.0,7,2,2,0,4,5,1,1,5.01,38,143,77,0.0,0.0,0,2,33,2,0,0,0,0,0,2,2,Fieldin Culbreth,"T.Sturtze (4-66), V.Zambrano (2-W)"
60,62,61,61,Jun 9,,SDP,"L,6-9",9.0,16,9,6,3,2,3,3,0,5.02,43,149,98,3.0,0.0,0,2,40,2,0,0,1,0,1,1,3,Bill Miller,"P.Wilson (4-24-L), S.Kent (8), T.Harper (2)"
