,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
32,33,33,33,May 8,,HOU,"W,5-3",36,31,5,5,2,0,2,4,5,0,8,0,0,0,0,0,1,0,0.262,0.339,0.421,0.76,5,15,R,T.Redding(56)
33,34,34,34,May 9,,HOU,"W,3-1",33,29,3,6,3,0,0,3,3,1,7,0,1,0,0,0,0,0,0.26,0.338,0.418,0.756,6,12,R,D.Mlicki(52)
34,35,35,35,May 10,,ARI,"W,4-0",40,33,4,9,1,0,2,4,4,1,5,3,0,0,1,1,0,0,0.26,0.34,0.42,0.76,12,9,R,R.Helling(56)
35,36,36,36,May 11,,ARI,"L,5-6",40,38,5,10,1,0,3,5,2,0,12,0,0,0,0,1,2,1,0.261,0.339,0.423,0.762,5,16,L,R.Johnson(51)
36,37,37,37,May 12,,ARI,"W,3-1",35,32,3,10,2,0,1,3,0,0,7,1,0,2,0,0,0,0,0.262,0.338,0.424,0.763,8,14,R,M.Batista(60)
37,38,38,38,May 13,@,HOU,"L,3-17",35,32,3,8,1,0,1,3,2,1,2,0,0,1,0,1,0,0,0.262,0.337,0.423,0.76,5,16,R,T.Redding(63)
38,39,39,39,May 14,@,HOU,"L,1-5",38,32,1,5,1,0,1,1,6,2,7,0,0,0,0,0,1,0,0.259,0.336,0.42,0.755,10,12,R,D.Mlicki(59)
39,40,40,40,May 15,@,HOU,"L,2-6",34,32,2,5,2,0,1,2,2,1,7,0,0,0,1,1,0,0,0.257,0.333,0.417,0.75,5,13,L,C.Hernandez(64)
40,41,41,41,May 16,@,ARI,"L,2-4",39,33,2,8,1,0,1,2,5,0,9,1,0,0,0,1,0,1,0.256,0.333,0.416,0.749,10,17,L,R.Johnson(65)
41,42,42,42,May 17,@,ARI,"L,9-12",48,41,9,17,3,1,2,9,5,1,10,0,1,1,0,0,1,0,0.261,0.337,0.424,0.761,12,16,R,M.Batista(26)
42,43,43,43,May 18,@,ARI,"L,4-5",38,36,4,10,2,1,0,4,0,0,12,2,0,0,0,0,0,0,0.261,0.337,0.423,0.76,7,12,R,C.Schilling(58)
43,44,44,44,May 19,@,ARI,"W,4-3",36,31,4,7,2,0,1,4,3,0,6,1,1,0,0,0,0,1,0.261,0.336,0.422,0.758,5,14,L,B.Anderson(60)
44,45,45,45,May 21,,NYM,"W,4-0",34,31,4,7,3,0,1,4,3,1,7,0,0,0,0,0,1,0,0.26,0.335,0.422,0.757,6,11,R,J.D'Amico(61)
