,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,1,1,Apr 1,@,TOR,"L,3-13",8.0,12,13,12,1,5,6,4,1,13.5,42,157,98,0.0,0.0,2,0,33,1,1,0,0,3,1,1,5,Joe West,"C.Pavano (99-21-L), J.Manship (99), G.Perkins (99), K.Slowey (99), D.Hughes (99)"
1,2,2,Apr 2,@,TOR,"L,1-6",8.0,11,6,6,0,6,5,2,0,10.12,40,146,81,2.0,2.0,0,0,33,1,1,0,0,1,0,1,4,Angel Hernandez,"F.Liriano (99-37-L), K.Slowey (0), J.Mijares (99), M.Capps (99)"
2,3,3,Apr 3,@,TOR,"W,4-3",9.0,8,3,2,1,5,4,1,0,7.2,40,163,101,3.0,0.0,0,0,33,1,0,0,1,1,2,2,5,Paul Schrieber,"N.Blackburn (99-52-W), J.Mijares (0-H), M.Capps (0-H), G.Perkins (1-H), J.Nathan (99-Sv)"
3,4,4,Apr 4,@,NYY,"L,3-4",8.0,7,4,4,0,4,6,2,1,6.55,33,128,77,0.0,0.0,1,0,28,0,0,0,0,0,0,3,3,Dan Bellino,"S.Baker (99-46-L), K.Slowey (1), D.Hughes (2)"
4,5,5,Apr 5,@,NYY,"W,5-4",10.0,6,4,4,0,2,8,2,0,5.86,37,136,84,0.0,0.0,0,0,35,0,0,0,0,0,0,1,3,Brian Gorman,"B.Duensing (99-54), M.Capps (1-W), J.Nathan (1-Sv)"
5,6,6,Apr 7,@,NYY,"L,3-4",8.0,5,4,4,0,3,8,0,1,5.65,34,141,79,1.0,0.0,1,0,29,2,0,0,0,1,1,0,4,Larry Vanover,"F.Liriano (4-45-L), J.Manship (5), J.Mijares (3), D.Hughes (2)"
6,7,7,Apr 8,,OAK,"W,2-1",9.0,5,1,1,0,1,2,0,0,4.95,32,128,84,0.0,0.0,2,0,30,1,0,0,0,1,0,0,2,James Hoye,"C.Pavano (6-70-W), J.Nathan (2-Sv)"
7,8,8,Apr 9,,OAK,"L,0-1",9.0,7,1,0,1,5,6,0,0,4.3,39,161,98,5.0,0.0,1,0,34,1,1,0,0,0,1,0,6,Tom Hallion,"N.Blackburn (5-57-L), G.Perkins (5), A.Burnett (99), D.Hughes (1), M.Capps (3), J.Mijares (1)"
8,9,9,Apr 10,,OAK,"L,3-5",9.0,9,5,5,0,5,6,2,1,4.38,39,166,99,4.0,3.0,1,2,31,2,0,0,0,2,0,0,5,Bill Miller,"S.Baker (5-40-L), J.Manship (2), G.Perkins (0), A.Burnett (0), J.Mijares (0)"
9,10,10,Apr 12,,KCR,"W,4-3",10.0,8,3,2,1,2,5,0,0,4.09,41,152,105,4.0,0.0,0,0,37,1,0,0,1,1,1,0,5,Alfonso Marquez,"B.Duensing (6-46), J.Mijares (1), M.Capps (2), J.Nathan (3), D.Hughes (2-W)"
10,11,11,Apr 13,,KCR,"L,5-10",9.0,14,10,10,0,2,5,0,0,4.64,42,144,97,5.0,3.0,0,1,39,3,0,1,0,1,1,0,5,Ed Hickox,"F.Liriano (5-26-L), G.Perkins (2), A.Burnett (2), D.Hughes (0), J.Manship (2)"
11,12,12,Apr 14,@,TBR,"L,3-4",9.1,8,4,4,0,3,7,1,0,4.57,38,139,86,0.0,0.0,1,0,35,2,0,0,0,0,0,0,3,Eric Cooper,"C.Pavano (5-79), J.Nathan (1-BSv), M.Capps (1-BL)"
12,13,13,Apr 15,@,TBR,"L,2-5",8.0,13,5,5,0,1,6,1,0,4.64,34,115,76,3.0,0.0,1,2,33,3,0,1,0,0,0,2,4,Mark Carlson,"N.Blackburn (5-38-L), D.Hughes (1), J.Manship (1), G.Perkins (1)"
13,14,14,Apr 16,@,TBR,"L,3-4",8.2,8,4,4,0,4,8,1,0,4.61,38,148,94,2.0,1.0,1,0,33,1,0,0,0,1,0,0,4,Tim Timmons,"S.Baker (5-70), M.Capps (1-H), J.Nathan (1-BL), J.Mijares (3)"
14,15,15,Apr 17,@,TBR,"W,4-2",9.0,8,2,2,0,3,5,0,1,4.43,37,132,80,0.0,0.0,0,0,32,1,1,0,1,0,0,1,3,Jeff Kellogg,"B.Duensing (4-58-W), G.Perkins (1-H), M.Capps (0-Sv)"
