,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,1,1,Apr 5,,WSN,"L,1-2",9.0,4,2,2,0,6,10,0,0,2.0,38,149,96,1.0,1.0,1,0,32,1,0,0,0,0,1,0,3,Dana DeMuth,"R.Dempster (99-78), K.Wood (99-BSv), C.Marmol (99-L)"
1,2,2,Apr 7,,WSN,"L,4-7",9.0,12,7,7,0,3,7,2,0,4.5,41,164,105,5.0,3.0,0,0,37,1,0,0,1,0,0,1,5,Kerwin Danley,"M.Garza (99-58), R.Dolis (99-H), K.Wood (1-L), C.Marmol (1-BSv), S.Camp (99)"
2,3,3,Apr 8,,WSN,"W,4-3",9.0,4,3,1,2,1,8,1,0,3.33,33,119,83,0.0,0.0,0,0,30,1,0,0,1,1,1,0,2,Doug Eddings,"J.Samardzija (99-76-W), C.Marmol (0-Sv)"
3,4,4,Apr 9,,MIL,"L,5-7",9.0,11,7,7,0,3,10,1,1,4.25,41,149,85,1.0,0.0,2,1,33,3,1,0,2,2,0,0,4,Adrian Johnson,"C.Volstad (99-49), S.Camp (1-L), L.Castillo (99), J.Russell (99)"
4,5,5,Apr 10,,MIL,"L,4-7",9.0,7,7,7,0,7,5,2,3,4.8,44,161,87,0.0,0.0,1,1,33,1,0,0,0,1,0,0,4,Gary Cederstrom,"P.Maholm (99-26-L), R.Lopez (99), R.Dolis (2), L.Castillo (0)"
5,6,6,Apr 11,,MIL,"L,1-2",9.0,5,2,2,0,4,11,1,0,4.33,35,145,88,1.0,0.0,1,0,30,1,0,0,1,0,1,1,4,Lance Barksdale,"R.Dempster (5-58-L), J.Russell (1), K.Wood (3), C.Marmol (2)"
6,7,7,Apr 12,,MIL,"W,8-0",9.0,3,0,0,0,2,9,0,0,3.71,32,123,85,1.0,0.0,0,0,30,0,0,0,0,0,1,1,2,Fieldin Culbreth,"M.Garza (4-85-W), S.Camp (2)"
7,8,8,Apr 13,@,STL,"W,9-5",9.0,12,5,5,0,1,8,0,0,3.88,40,145,92,1.0,0.0,0,0,39,2,1,0,0,0,0,0,5,Greg Gibson,"J.Samardzija (4-31-W), R.Dolis (2), J.Russell (1), K.Wood (1), C.Marmol (1)"
8,9,9,Apr 14,@,STL,"L,1-5",8.0,7,5,4,1,0,5,1,0,3.94,33,118,76,0.0,0.0,2,0,33,1,1,0,0,0,2,0,2,Phil Cuzzi,"C.Volstad (4-50-L), S.Camp (1)"
9,10,10,Apr 15,@,STL,"L,3-10",8.0,12,10,10,0,3,6,2,2,4.6,40,135,85,0.0,0.0,1,0,34,2,1,0,1,0,0,1,3,Vic Carapazza,"P.Maholm (4-27-L), L.Castillo (4), R.Lopez (4)"
10,11,11,Apr 17,@,MIA,"L,2-5",8.0,7,5,2,3,5,8,1,0,4.41,35,152,88,0.0,0.0,2,0,30,3,0,1,0,0,2,1,3,D.J. Reyburn,"R.Dempster (5-66), R.Dolis (3-L), J.Russell (3)"
11,12,12,Apr 18,@,MIA,"L,1-9",8.0,14,9,9,0,5,8,2,0,4.85,42,156,92,1.0,1.0,0,0,35,2,1,0,0,2,0,1,3,Brian O'Nora,"M.Garza (5-33-L), L.Castillo (2), R.Lopez (2)"
12,13,13,Apr 19,@,MIA,"L,3-5",8.0,9,5,5,0,6,4,0,0,4.9,38,153,93,2.0,0.0,4,0,31,1,0,1,1,0,0,1,4,Alfonso Marquez,"J.Samardzija (5-23-L), J.Russell (1), S.Camp (4), C.Marmol (5)"
13,14,14,Apr 20,,CIN,"L,4-9",9.0,12,9,8,1,6,8,0,0,5.13,44,160,100,0.0,0.0,3,0,38,2,1,0,0,0,1,1,5,Lance Barrett,"C.Volstad (5-33-L), S.Camp (0), S.Maine (99), L.Castillo (1), R.Dolis (2)"
14,15,15,Apr 21,,CIN,"W,6-1",9.0,6,1,1,0,4,7,0,0,4.85,38,149,88,0.0,0.0,0,0,34,4,0,1,0,0,2,0,4,Scott Barry,"P.Maholm (5-62-W), J.Russell (1), R.Dolis (0), C.Marmol (1)"
15,16,16,Apr 22,,CIN,"L,3-4",9.0,7,4,2,2,8,8,0,1,4.66,44,167,97,2.0,1.0,0,1,32,3,0,0,3,0,2,0,4,Gary Darling,"R.Wells (99-44), R.Lopez (3-L), S.Maine (1), S.Camp (1)"
16,17,17,Apr 23,,STL,"W,3-2",9.0,5,2,2,0,5,6,0,1,4.5,34,141,83,2.0,0.0,0,1,27,1,0,0,0,1,0,0,3,Tim Tschida,"M.Garza (4-63), J.Russell (1), R.Dolis (1-W)"
17,18,18,Apr 24,,STL,"W,3-2",10.0,6,2,2,0,6,12,1,0,4.33,41,167,101,3.0,1.0,1,0,35,2,0,0,0,0,0,1,6,Chris Conroy,"J.Samardzija (4-73), S.Camp (1-H), R.Dolis (0-H), C.Marmol (2-BSv), M.Bowden (13), J.Russell (0-W)"
18,19,19,Apr 25,,STL,"L,1-5",9.0,9,5,5,0,1,5,1,0,4.37,37,150,98,0.0,0.0,3,0,36,2,0,0,0,0,0,0,4,Jeff Nelson,"C.Volstad (4-46-L), S.Maine (2), S.Camp (0), C.Marmol (0)"
19,20,20,Apr 27,@,PHI,"W,5-1",9.0,8,1,1,0,0,1,1,0,4.19,34,135,88,0.0,0.0,0,0,34,1,0,0,0,0,0,1,3,CB Bucknor,"P.Maholm (5-60-W), J.Russell (2-H), R.Dolis (2-Sv)"
20,21,21,Apr 28,@,PHI,"L,2-5",8.0,6,5,5,0,4,9,1,1,4.26,35,134,82,2.0,0.0,1,0,30,3,0,0,0,0,0,0,4,Dan Iassogna,"R.Wells (5-38-L), M.Bowden (3), S.Camp (2), S.Maine (2)"
21,22,22,Apr 29,@,PHI,"W,5-1",9.0,2,1,1,0,4,10,0,0,4.1,32,147,94,0.0,0.0,0,0,28,0,0,0,0,0,0,0,3,Bill Miller,"M.Garza (5-84-W), R.Dolis (1), C.Marmol (3)"
22,23,23,Apr 30,@,PHI,"L,4-6",8.0,11,6,6,0,3,5,0,1,4.21,39,114,75,2.0,1.0,0,0,34,1,0,0,1,0,0,0,4,Dale Scott,"C.Volstad (4-41), S.Camp (1), S.Maine (1-L), R.Dolis (0)"
23,24,24,May 2,@,CIN,"W,3-1",9.0,3,1,1,0,2,10,0,0,4.07,31,114,75,1.0,0.0,0,0,29,1,0,0,0,0,0,2,3,Dana DeMuth,"J.Samardzija (7-74-W), R.Dolis (1-H), C.Marmol (2-Sv)"
24,25,25,May 3,@,CIN,"L,3-4",9.1,5,4,1,3,4,7,0,0,3.94,38,136,84,3.0,1.0,0,0,32,1,0,0,1,1,2,1,3,Kerwin Danley,"R.Dempster (15-81), C.Marmol (0), R.Dolis (0-BL)"
25,26,26,May 4,,LAD,"W,5-4",9.0,6,4,4,0,2,5,1,2,3.94,36,150,93,1.0,0.0,2,0,31,1,2,0,0,1,0,1,5,Marty Foster,"P.Maholm (6-66-W), J.Russell (6-H), S.Camp (3-H), K.Wood (20-H), R.Dolis (0-Sv)"
26,27,27,May 5,,LAD,"L,1-5",9.0,6,5,5,0,4,4,0,0,3.98,38,141,87,0.0,0.0,1,0,31,3,0,1,1,2,1,0,4,Tim Timmons,"C.Volstad (4-37-L), L.Castillo (14), C.Marmol (1), M.Bowden (6)"
27,28,28,May 6,,LAD,"W,4-3",11.0,6,3,3,0,3,6,1,0,3.91,41,170,110,0.0,0.0,1,1,38,0,0,0,0,0,0,1,4,Jeff Kellogg,"T.Wood (99-55), S.Camp (1), J.Russell (1), R.Dolis (1-W)"
28,29,29,May 7,,ATL,"W,5-1",9.0,6,1,1,0,4,11,1,1,3.81,36,150,92,0.0,0.0,2,0,31,1,0,0,0,0,0,1,3,Chris Conroy,"J.Samardzija (4-68-W), C.Marmol (1-H), J.Russell (0)"
29,30,30,May 8,,ATL,"L,1-3",9.0,9,3,3,0,3,8,0,0,3.78,37,142,85,0.0,0.0,1,1,33,0,1,0,0,1,0,0,3,Dan Bellino,"R.Dempster (4-67), K.Wood (3-L), S.Camp (1)"
30,31,31,May 9,,ATL,"W,1-0",9.0,4,0,0,0,4,4,0,0,3.66,34,129,85,0.0,0.0,0,0,30,2,0,0,0,0,0,1,3,Jerry Layne,"P.Maholm (4-71-W), J.Russell (1-H), R.Dolis (2-Sv)"
31,32,32,May 11,@,MIL,"L,7-8",12.0,11,8,8,0,14,7,1,3,3.76,59,235,125,1.0,1.0,0,0,39,3,0,0,3,0,0,4,8,Lance Barksdale,"M.Garza (11-55), S.Camp (2), C.Marmol (3-H), M.Bowden (5-BSv), J.Russell (1), R.Dolis (1-BSv), K.Wood (2), L.Castillo (5-L)"
32,33,33,May 12,@,MIL,"L,2-8",8.0,13,8,8,0,3,1,1,1,3.9,39,145,91,0.0,0.0,0,1,34,5,0,1,1,0,0,1,2,Fieldin Culbreth,"C.Volstad (6-29-L), C.Coleman (99)"
33,34,34,May 13,@,MIL,"W,8-2",9.0,7,2,2,0,3,6,0,0,3.84,37,167,105,0.0,0.0,2,1,32,1,1,0,1,1,1,0,5,Adrian Johnson,"J.Samardzija (5-61), S.Camp (1-BW), J.Russell (1-H), K.Wood (1-H), M.Bowden (1)"
34,35,35,May 14,@,STL,"W,6-4",9.0,10,4,4,0,1,8,0,0,3.85,37,125,87,0.0,0.0,0,0,36,3,0,0,0,0,0,0,3,Ed Hickox,"R.Dempster (5-42), S.Camp (0-W), R.Dolis (2-Sv)"
35,36,36,May 15,@,STL,"L,6-7",8.2,12,7,7,0,6,7,2,0,3.94,42,150,95,0.0,0.0,0,0,35,2,1,1,1,0,0,2,4,Ed Rapuano,"P.Maholm (5-44), K.Wood (1-BSv), J.Russell (1), R.Dolis (0-L)"
36,37,37,May 16,,PHI,"L,2-9",9.0,12,9,9,0,4,6,2,1,4.08,43,157,99,4.0,3.0,3,0,38,3,0,1,0,0,1,2,5,Vic Carapazza,"M.Garza (4-51), J.Russell (0), S.Camp (1-L), S.Maine (15), M.Bowden (2)"
37,38,38,May 17,,PHI,"L,7-8",9.0,14,8,5,3,5,7,0,0,4.1,46,189,110,1.0,1.0,2,0,41,2,0,0,0,0,1,1,4,Gerry Davis,"C.Volstad (4-27-L), C.Coleman (4), B.Parker (99), M.Bowden (0)"
38,39,39,May 18,,CHW,"L,2-3",9.0,6,3,3,0,3,9,2,1,4.07,36,129,88,2.0,0.0,0,0,32,0,0,0,0,0,0,1,3,Tim Timmons,"J.Samardzija (4-60-L), K.Wood (2), J.Russell (1)"
39,40,40,May 19,,CHW,"L,4-7",9.0,10,7,6,1,6,8,3,0,4.12,41,155,91,6.0,1.0,1,1,35,1,0,1,0,0,1,2,6,Jeff Kellogg,"R.Dempster (4-42-L), S.Camp (2), J.Russell (0), B.Parker (1), M.Bowden (1), C.Coleman (1)"
40,41,41,May 20,,CHW,"L,0-6",9.0,10,6,6,0,2,7,3,0,4.17,39,133,84,2.0,1.0,0,0,36,2,0,0,0,1,0,0,4,Eric Cooper,"P.Maholm (4-40-L), S.Camp (0), C.Coleman (0), R.Dolis (4)"
41,42,42,May 21,@,HOU,"L,4-8",8.0,8,8,8,0,4,5,3,0,4.27,35,150,88,0.0,0.0,1,0,31,0,0,0,0,0,0,1,2,Bill Welke,"M.Garza (4-21-L), R.Wells (22)"
42,43,43,May 22,@,HOU,"L,1-2",8.0,4,2,2,0,3,5,1,0,4.23,31,132,74,1.0,1.0,0,0,28,2,0,0,0,0,0,0,3,Chris Guccione,"T.Wood (15-58-L), S.Camp (1), J.Russell (2)"
43,44,44,May 23,@,HOU,"L,1-5",8.0,9,5,5,0,4,5,0,1,4.26,38,133,80,3.0,0.0,0,0,33,1,1,1,0,0,0,0,4,Tim Tschida,"J.Samardzija (4-54-L), J.Russell (0), R.Dolis (2), M.Bowden (3)"
44,45,45,May 25,@,PIT,"L,0-1",8.0,7,1,1,0,1,6,0,0,4.2,34,109,78,1.0,0.0,2,0,33,1,0,0,0,0,2,0,2,Hunter Wendelstedt,"R.Dempster (5-65-L), J.Russell (1)"
45,46,46,May 26,@,PIT,"L,2-3",8.2,6,3,3,0,8,7,0,2,4.17,42,161,87,0.0,0.0,3,0,30,0,0,2,1,1,0,0,4,Dan Bellino,"P.Maholm (5-48), C.Coleman (5), S.Camp (3), R.Dolis (2-L)"
46,47,47,May 27,@,PIT,"L,4-10",8.0,11,10,9,1,4,7,3,0,4.29,39,147,97,2.0,2.0,0,0,32,1,1,0,2,1,1,1,5,Jerry Layne,"M.Garza (5-36-L), R.Dolis (0), M.Bowden (3), B.Parker (7), R.Wells (5)"
47,48,48,May 28,,SDP,"W,11-7",9.0,12,7,7,0,3,6,4,1,4.34,44,153,90,2.0,0.0,1,0,39,5,0,0,1,0,1,0,5,Rob Drake,"T.Wood (5-30), R.Wells (0-W), S.Camp (1-H), J.Russell (2), C.Coleman (1)"
48,49,49,May 29,,SDP,"W,5-3",9.0,9,3,3,0,1,10,1,0,4.32,35,125,79,1.0,0.0,1,0,34,4,1,0,0,0,0,0,3,Joe West,"J.Samardzija (5-56-W), S.Camp (0-H), J.Russell (0-Sv)"
49,50,50,May 30,,SDP,"W,8-6",9.0,9,6,6,0,6,9,3,0,4.35,41,160,95,0.0,0.0,3,0,35,3,0,0,0,0,0,1,5,Sam Holbrook,"R.Dempster (4-27), C.Coleman (1), C.Marmol (18), R.Wells (1), J.Russell (0-W)"
50,51,51,Jun 1,@,SFG,"L,3-4",8.0,9,4,4,0,3,7,0,0,4.35,34,134,85,2.0,0.0,1,0,29,1,1,1,1,1,0,2,4,Angel Hernandez,"P.Maholm (5-38-L), B.Parker (4), C.Coleman (1), C.Marmol (1)"
51,52,52,Jun 2,@,SFG,"L,1-2",8.0,6,2,2,0,1,7,0,1,4.32,33,128,80,0.0,0.0,0,0,31,1,0,0,0,0,1,0,3,Chris Conroy,"M.Garza (5-59-L), S.Camp (3), C.Marmol (0)"
52,53,53,Jun 3,@,SFG,"L,0-2",8.0,4,2,2,0,3,7,0,1,4.28,30,117,74,1.0,1.0,0,1,26,2,0,1,0,0,0,1,3,Cory Blaser,"T.Wood (5-72-L), J.Russell (3), S.Camp (0)"
53,54,54,Jun 4,@,SFG,"L,2-3",8.0,8,3,3,0,7,8,0,0,4.27,38,160,93,1.0,0.0,1,0,31,1,0,0,0,0,0,1,5,Mark Carlson,"J.Samardzija (5-46), C.Coleman (2), C.Marmol (1-L), J.Russell (0), J.Asencio (7)"
54,55,55,Jun 5,@,MIL,"W,10-0",9.0,5,0,0,0,1,4,0,0,4.19,33,126,83,0.0,0.0,0,0,32,2,0,0,0,0,0,0,3,Laz Diaz,"R.Dempster (5-74-W), S.Camp (1), J.Asencio (0)"
55,56,56,Jun 6,@,MIL,"L,0-8",8.0,11,8,7,1,4,6,1,0,4.25,38,157,92,0.0,0.0,0,0,32,4,0,1,1,1,0,1,4,Mike Everitt,"P.Maholm (4-36-L), R.Wells (6), M.Corpas (99), C.Marmol (1)"
56,57,57,Jun 7,@,MIL,"L,3-4",9.0,7,4,4,0,2,9,2,0,4.24,37,147,87,1.0,1.0,0,0,33,2,0,1,2,0,1,0,5,Paul Schrieber,"M.Garza (4-61), S.Camp (1), J.Russell (2), M.Corpas (0-BSv), C.Coleman (2-L)"
