,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
70,72,71,71,Jun 17,@,ATL,"W,6-2",9.0,5,2,2,0,4,12,2,1,3.94,36,146,91,2.0,0.0,0,0,31,2,0,0,0,0,0,1,4,Larry Vanover,"C.Lewis (5-63-W), A.Rhodes (2-H), Y.Tateyama (2-H), N.Feliz (1)"
71,73,72,72,Jun 18,@,ATL,"W,5-4",10.0,4,4,1,3,3,15,1,0,3.9,39,172,107,0.0,0.0,0,0,36,3,0,0,0,0,2,0,5,Brian Gorman,"M.Harrison (5-64), Y.Tateyama (0-H), D.Oliver (1-BSv), M.Lowe (2-W), N.Feliz (0-Sv)"
72,74,73,73,Jun 19,@,ATL,"L,2-4",8.0,7,4,2,2,3,5,0,1,3.87,37,176,113,4.0,1.0,2,0,31,1,0,0,1,0,1,0,5,Cory Blaser,"A.Ogando (4-51-L), M.Kirkman (2), A.Rhodes (1), Y.Tateyama (0), D.Bush (4)"
73,75,74,74,Jun 20,,HOU,"W,8-3",9.0,7,3,3,0,3,5,0,0,3.86,36,140,94,2.0,1.0,1,0,32,1,0,0,0,1,0,0,3,Eric Cooper,"D.Holland (4-55-W), M.Lowe (1), D.Oliver (1)"
74,76,75,75,Jun 21,,HOU,"W,5-4",11.0,12,4,4,0,1,6,0,0,3.85,44,173,110,2.0,0.0,2,2,43,3,0,0,0,0,1,2,4,Mark Ripperger,"C.Wilson (4-40), M.Lowe (0), N.Feliz (2), Y.Tateyama (1-W)"
75,77,76,76,Jun 22,,HOU,"L,3-5",9.0,9,5,5,0,1,9,1,0,3.87,37,146,97,0.0,0.0,0,0,36,3,0,0,0,0,1,1,4,Tim Timmons,"C.Lewis (4-78), D.Bush (2-H), N.Feliz (0-BL), D.Oliver (1)"
76,78,77,77,Jun 24,,NYM,"W,8-1",9.0,8,1,1,0,2,6,0,0,3.83,35,141,82,2.0,0.0,0,0,33,1,0,0,0,0,0,2,3,Jim Reynolds,"M.Harrison (5-62-W), D.Oliver (1), M.Lowe (2)"
77,79,78,78,Jun 25,,NYM,"L,5-14",9.0,17,14,11,3,2,4,0,0,3.92,47,175,110,2.0,2.0,2,0,43,4,1,0,0,2,1,0,3,Mike DiMuro,"A.Ogando (5-26-L), D.Bush (2), M.Kirkman (5)"
78,80,79,79,Jun 26,,NYM,"L,5-8",9.0,14,8,4,4,1,3,0,0,3.92,41,144,92,3.0,0.0,1,2,40,2,1,1,0,0,1,1,5,Andy Fletcher,"D.Holland (5-28-L), Y.Tateyama (4), A.Rhodes (6), M.Lowe (1), N.Feliz (3)"
79,81,80,80,Jun 28,@,HOU,"W,7-3",9.0,11,3,3,0,2,6,0,0,3.91,37,154,96,2.0,0.0,1,0,34,3,1,0,0,1,0,3,4,Brian Knight,"C.Wilson (6-56-W), M.Lowe (1), Y.Tateyama (1), N.Feliz (1-Sv)"
80,82,81,81,Jun 29,@,HOU,"W,3-2",9.0,7,2,2,0,1,9,1,0,3.89,33,102,79,2.0,0.0,0,2,32,2,0,0,0,0,0,0,4,Bob Davidson,"C.Lewis (6-60-W), D.Oliver (4-H), M.Lowe (0-H), N.Feliz (0-Sv)"
81,83,82,82,Jun 30,@,HOU,"L,0-7",8.0,11,7,7,0,2,3,2,1,3.93,39,137,86,0.0,0.0,0,0,36,4,0,1,0,0,1,0,3,Todd Tichenor,"M.Harrison (5-38-L), D.Bush (4), A.Rhodes (3)"
82,85,83,83,Jul 1,,FLA,"W,15-5",9.0,9,5,4,1,2,13,1,0,3.93,39,144,105,3.0,0.0,0,0,37,3,0,0,0,0,1,0,3,Angel Campos,"A.Ogando (5-62-W), Y.Tateyama (2), M.Kirkman (5)"
83,86,84,84,Jul 2,,FLA,"L,5-9",9.0,13,9,8,1,3,6,3,0,3.98,43,162,100,5.0,1.0,2,0,38,2,0,0,0,2,1,1,5,Joe West,"D.Holland (5-23-L), T.Hunter (99), D.O'Day (66), D.Oliver (2), A.Rhodes (1)"
84,87,85,85,Jul 3,,FLA,"L,4-6",9.0,9,6,6,0,3,9,0,0,4.01,38,132,85,4.0,4.0,1,1,33,3,0,0,2,0,0,0,4,Lance Barrett,"C.Wilson (4-68), M.Lowe (3-BL), D.Oliver (0), N.Feliz (3)"
85,88,86,86,Jul 4,,BAL,"W,13-4",9.0,6,4,4,0,3,5,3,1,4.01,36,137,89,0.0,0.0,0,0,32,0,0,0,0,0,0,1,3,Chris Conroy,"C.Lewis (4-56-W), D.O'Day (1), A.Rhodes (1)"
86,89,87,87,Jul 5,,BAL,"W,4-2",9.0,12,2,2,0,0,5,2,0,3.98,38,134,86,1.0,0.0,0,0,38,0,0,0,0,0,0,1,4,Tom Hallion,"M.Harrison (4-47), T.Hunter (2-W), M.Lowe (1-H), N.Feliz (1-Sv)"
87,90,88,88,Jul 6,,BAL,"W,13-5",9.0,8,5,5,0,1,7,2,1,3.99,36,138,93,0.0,0.0,0,0,34,2,0,0,0,0,0,1,3,Phil Cuzzi,"A.Ogando (4-61-W), Y.Tateyama (4), D.O'Day (1)"
88,91,89,89,Jul 7,,OAK,"W,6-0",9.0,4,0,0,0,2,7,0,0,3.95,33,119,81,,,0,0,31,0,0,0,0,0,0,0,1,D.J. Reyburn,D.Holland (4-84-W)
89,92,90,90,Jul 8,,OAK,"W,8-5",9.0,6,5,5,0,5,11,1,1,3.96,36,138,85,0.0,0.0,2,0,30,1,0,0,0,0,0,3,3,Tim Timmons,"C.Wilson (4-56-W), T.Hunter (2), N.Feliz (2)"
90,93,91,91,Jul 9,,OAK,"W,7-6",9.0,7,6,5,1,4,10,2,0,3.97,38,154,98,0.0,0.0,0,1,33,1,0,0,0,0,0,0,3,Eric Cooper,"C.Lewis (4-50), T.Hunter (0), D.Oliver (5-W)"
91,94,92,92,Jul 10,,OAK,"W,2-0",9.0,6,0,0,0,1,8,0,0,3.93,33,132,82,1.0,0.0,0,1,32,0,0,0,0,0,1,1,3,Jeff Kellogg,"M.Harrison (4-73-W), M.Lowe (4-H), N.Feliz (1-Sv)"
92,95,93,93,Jul 14,@,SEA,"W,5-0",9.0,5,0,0,0,1,8,0,0,3.89,33,118,79,,,0,0,32,0,0,0,0,0,0,0,1,Fieldin Culbreth,D.Holland (6-84-W)
93,96,94,94,Jul 15,@,SEA,"W,4-0",9.0,4,0,0,0,2,8,0,0,3.84,33,123,88,2.0,0.0,0,0,31,1,0,0,0,0,0,0,2,Bill Miller,"C.Lewis (5-82-W), N.Feliz (4-Sv)"
94,97,95,95,Jul 16,@,SEA,"W,5-1",9.0,6,1,1,0,3,11,0,0,3.81,35,140,89,0.0,0.0,1,0,32,1,0,0,0,0,0,1,3,Gary Cederstrom,"C.Wilson (7-67-W), M.Lowe (5), N.Feliz (0)"
95,98,96,96,Jul 17,@,SEA,"W,3-1",9.0,5,1,1,0,1,6,0,0,3.79,32,127,79,1.0,0.0,0,0,31,1,0,0,0,0,0,1,3,Adrian Johnson,"M.Harrison (6-68-W), M.Lowe (0-H), N.Feliz (0-Sv)"
96,99,97,97,Jul 19,@,LAA,"W,7-0",9.0,4,0,0,0,3,6,0,0,3.75,32,132,84,0.0,0.0,1,0,29,3,0,0,0,0,0,1,2,Derryl Cousins,"A.Ogando (12-76-W), D.Oliver (9)"
97,100,98,98,Jul 20,@,LAA,"L,8-9",8.0,12,9,9,0,5,7,1,0,3.8,42,148,99,1.0,1.0,1,0,37,2,0,1,0,0,1,0,3,Jim Wolf,"D.Holland (5-23), T.Hunter (10-BL), Y.Tateyama (13)"
98,101,99,99,Jul 21,@,LAA,"L,0-1",8.0,2,1,0,1,1,8,0,1,3.77,29,112,73,,,0,0,27,1,0,0,0,0,1,0,1,D.J. Reyburn,C.Wilson (4-83-L)
99,102,100,100,Jul 22,,TOR,"W,12-2",9.0,3,2,2,0,2,6,2,0,3.75,33,128,81,2.0,0.0,0,0,31,0,0,0,0,0,1,0,3,Chris Conroy,"C.Lewis (6-69-W), A.Rhodes (17), S.Feldman (99)"
