,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,1,1,Apr 4,@,DET,"L,2-11",8.0,13,11,10,1,4,5,4,1,11.25,42,154,95,2.0,2.0,0,0,37,1,0,0,0,0,1,0,5,Randy Marsh,"J.Lima (99-29-L), A.Sisco (99), N.Field (99), S.Camp (99), M.MacDougal (99)"
1,2,2,Apr 6,@,DET,"W,7-2",9.0,6,2,2,0,4,5,0,0,6.35,34,134,82,0.0,0.0,0,0,29,0,1,0,0,1,0,2,3,Larry Vanover,"R.Hernandez (99-63-W), M.Wood (99), J.Affeldt (99)"
2,3,3,Apr 7,@,DET,"L,3-7",8.0,14,7,5,2,3,3,1,0,6.12,40,140,87,5.0,3.0,0,1,37,1,0,1,0,0,1,0,6,Sam Holbrook,"Z.Greinke (99-50), N.Field (2), M.Wood (0-L), J.Cerda (99), S.Camp (2), M.MacDougal (2)"
3,4,4,Apr 8,@,LAA,"W,6-2",9.0,5,2,2,0,0,8,0,0,5.03,32,117,76,0.0,0.0,1,0,32,1,0,0,0,0,0,0,2,Doug Eddings,"D.Bautista (99-80-W), J.Affeldt (1)"
4,5,5,Apr 9,@,LAA,"L,3-8",8.0,10,8,4,4,2,5,1,0,4.93,37,138,87,2.0,0.0,2,0,34,1,1,0,0,1,0,0,3,Gerry Davis,"J.Lima (4-25-L), A.Sisco (4), S.Camp (1)"
5,6,6,Apr 10,@,LAA,"W,8-3",9.0,6,3,3,0,0,8,1,0,4.59,35,123,84,3.0,0.0,0,0,35,0,2,0,0,0,2,0,4,Bill Hohn,"B.Anderson (99-55-W), N.Field (2-H), J.Cerda (2-H), M.MacDougal (2)"
6,7,7,Apr 11,,SEA,"L,2-8",9.0,13,8,8,0,4,4,1,0,5.1,43,157,90,3.0,3.0,0,1,39,3,0,1,0,0,1,1,4,Ted Barrett,"R.Hernandez (4-47-L), N.Field (0), J.Cerda (0), J.Affeldt (2)"
7,8,8,Apr 13,,SEA,"L,1-2",9.0,7,2,2,0,2,2,0,1,4.7,35,137,82,4.0,2.0,0,1,30,1,0,0,2,0,1,1,5,Alfonso Marquez,"Z.Greinke (5-66), J.Cerda (1-L), M.MacDougal (2), S.Camp (3), J.Affeldt (1)"
8,9,9,Apr 14,,SEA,"L,2-10",9.0,10,10,10,0,7,7,1,1,5.31,45,190,105,2.0,2.0,1,0,36,3,0,1,0,1,0,0,3,Rick Reed,"D.Bautista (5-26-L), M.Wood (6), A.Sisco (4)"
9,10,10,Apr 15,,DET,"W,6-5",9.0,7,5,5,0,3,5,1,0,5.28,38,146,87,1.0,0.0,0,0,35,0,1,0,0,0,1,0,4,CB Bucknor,"J.Lima (5-44), J.Cerda (1-W), J.Affeldt (1-H), M.MacDougal (1-Sv)"
10,11,11,Apr 16,,DET,"L,1-7",9.0,12,7,7,0,2,4,0,0,5.44,41,137,91,4.0,2.0,0,0,38,5,1,1,0,1,1,0,3,Phil Cuzzi,"B.Anderson (5-55-L), S.Camp (2), N.Field (4)"
