,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,0,1,1,Apr 5,,STL,"L,3-7",9.0,11,7,7,0,2,3,3,0,7.0,40,148,94,0.0,0.0,0,0,37,1,0,0,0,1,0,1,4,Ed Montague,"R.Oswalt (99-35-L), R.Springer (99), C.Harville (99), D.Wheeler (99)"
1,1,2,2,Apr 6,,STL,"W,4-1",9.0,4,1,1,0,1,5,1,0,4.0,31,102,65,0.0,0.0,0,0,30,0,0,0,0,0,0,0,3,Jerry Layne,"A.Pettitte (99-63), C.Qualls (99-W), B.Lidge (99-Sv)"
2,2,3,3,Apr 8,,CIN,"W,3-2",9.0,8,2,2,0,1,12,1,0,3.33,35,135,82,4.0,1.0,0,1,34,2,0,0,0,0,0,0,4,Bob Davidson,"R.Clemens (99-72-W), C.Qualls (1-H), J.Franco (99-H), B.Lidge (1-Sv)"
3,3,4,4,Apr 9,,CIN,"W,4-3",9.0,11,3,3,0,3,7,0,2,3.25,43,163,91,1.0,0.0,0,0,37,3,0,2,1,0,0,0,6,Ed Rapuano,"B.Backe (99-51), B.Duckworth (99), J.Franco (0), D.Wheeler (3), C.Qualls (0), B.Lidge (0-W)"
4,4,5,5,Apr 10,,CIN,"W,5-2",9.0,6,2,2,0,5,5,1,0,3.0,37,133,81,0.0,0.0,0,1,32,1,1,1,0,0,1,1,3,CB Bucknor,"R.Oswalt (4-56-W), R.Springer (4-H), B.Lidge (0-Sv)"
5,5,6,6,Apr 11,@,NYM,"L,4-8",8.0,13,8,5,3,4,7,0,0,3.4,42,153,99,5.0,3.0,3,0,37,1,0,1,1,0,1,0,5,Mark Wegner,"A.Pettitte (4-41), D.Wheeler (1), R.Springer (0-BL), J.Franco (1), C.Qualls (1)"
6,6,7,7,Apr 13,@,NYM,"L,0-1",10.1,4,1,1,0,2,12,0,0,2.98,37,144,93,0.0,0.0,0,0,32,0,0,0,3,0,1,0,4,Paul Nauert,"R.Clemens (4-81), C.Qualls (1), J.Franco (1), D.Wheeler (1-L)"
7,7,8,8,Apr 14,@,NYM,"L,3-4",8.0,7,4,3,1,3,7,0,0,3.03,35,132,84,3.0,3.0,1,0,32,2,0,0,0,0,1,0,4,Gary Darling,"B.Backe (4-53), J.Franco (0-BL), D.Wheeler (0), C.Harville (8)"
8,8,9,9,Apr 15,@,CIN,"W,11-2",9.0,5,2,2,0,1,13,0,1,2.91,34,133,87,0.0,0.0,0,0,31,2,0,0,0,1,0,0,3,Larry Vanover,"R.Oswalt (4-67-W), R.Springer (3), B.Lidge (4)"
9,9,10,10,Apr 16,@,CIN,"L,2-3",8.0,8,3,3,0,3,5,0,0,2.95,33,115,72,0.0,0.0,0,0,30,3,0,0,0,0,0,1,2,Sam Holbrook,"A.Pettitte (4-49-L), C.Harville (1)"
10,10,11,11,Apr 17,@,CIN,"L,5-6",8.0,7,6,6,0,2,8,2,1,3.27,34,118,77,0.0,0.0,0,0,31,2,0,0,0,0,0,0,3,Jim Wolf,"B.Duckworth (7-40), R.Springer (1), C.Qualls (3-L)"
11,11,12,12,Apr 18,,ATL,"L,0-1",12.0,9,1,1,0,2,14,1,0,2.99,45,167,105,1.0,0.0,0,0,42,3,0,2,1,0,0,2,4,Mark Carlson,"R.Clemens (4-74), B.Lidge (2), C.Qualls (0), D.Wheeler (3-L)"
12,12,13,13,Apr 19,,ATL,"W,5-3",9.0,9,3,3,0,3,11,1,0,2.99,37,132,89,4.0,0.0,0,1,33,1,1,0,1,0,0,1,5,Joe West,"B.Backe (4-58-W), D.Wheeler (0), J.Franco (4-H), R.Springer (1-H), B.Lidge (0-Sv)"
13,13,14,14,Apr 20,,MIL,"W,6-1",9.0,4,1,1,0,0,8,0,0,2.85,31,96,74,,,0,0,30,0,0,0,1,0,1,0,1,John Hirschbeck,R.Oswalt (4-83-W)
14,14,15,15,Apr 21,,MIL,"W,8-7",9.0,9,7,7,0,2,7,2,1,3.13,38,149,97,3.0,3.0,1,0,35,3,0,0,0,0,0,1,5,Wally Bell,"A.Pettitte (4-59-W), C.Qualls (2), J.Franco (1), C.Harville (4), B.Lidge (1-Sv)"
15,15,16,16,Apr 22,@,STL,"L,7-8",8.0,9,8,8,0,6,3,0,1,3.45,39,129,72,0.0,0.0,0,0,31,4,0,0,0,1,0,0,4,Greg Gibson,"B.Duckworth (4-10-L), C.Harville (0), R.Springer (2), D.Wheeler (2)"
16,16,17,17,Apr 23,@,STL,"L,0-1",9.1,6,1,1,0,4,8,0,0,3.3,38,163,102,1.0,1.0,0,0,34,1,0,0,0,0,0,0,3,Brian Runge,"R.Clemens (4-71), C.Qualls (1-L), B.Lidge (1)"
17,17,18,18,Apr 24,@,STL,"L,5-8",8.0,13,8,8,0,4,5,1,0,3.59,40,154,96,0.0,0.0,0,0,35,3,2,0,1,0,0,0,4,Charlie Reliford,"B.Backe (4-11-L), R.Springer (1), J.Franco (2), C.Harville (1)"
18,18,19,19,Apr 25,@,PIT,"L,0-2",8.0,6,2,2,0,3,6,0,0,3.52,32,105,68,0.0,0.0,0,0,27,1,0,0,0,2,0,1,2,Alfonso Marquez,"R.Oswalt (4-60-L), D.Wheeler (2)"
19,19,20,20,Apr 27,@,PIT,"L,0-2",8.0,9,2,2,0,3,4,0,1,3.46,35,132,83,0.0,0.0,0,0,31,1,2,0,0,0,0,2,4,Rick Reed,"A.Pettitte (5-48-L), J.Franco (2), D.Wheeler (1), B.Lidge (3)"
20,20,21,21,Apr 29,,CHC,"L,2-3",9.0,10,3,3,0,2,4,1,0,3.44,37,130,86,0.0,0.0,0,1,34,5,0,0,1,0,0,0,3,Rob Drake,"R.Clemens (5-53-L), R.Springer (4), D.Wheeler (1)"
21,21,22,22,Apr 30,,CHC,"W,7-5",9.0,8,5,5,0,2,9,1,0,3.51,37,127,86,1.0,1.0,0,0,34,1,0,0,0,1,1,0,2,Laz Diaz,"B.Backe (5-55-W), C.Qualls (6)"
22,23,23,23,May 1,,CHC,"W,9-3",9.0,12,3,2,1,3,3,1,1,3.45,43,140,89,5.0,0.0,0,0,37,3,0,0,2,0,2,1,5,Dana DeMuth,"R.Oswalt (5-36-W), R.Springer (1), D.Wheeler (1), C.Harville (6), J.Franco (3)"
23,24,24,24,May 2,,PIT,"W,11-4",9.0,5,4,2,2,2,7,2,2,3.39,36,135,87,1.0,1.0,0,0,32,1,0,0,0,0,1,1,3,Fieldin Culbreth,"A.Pettitte (4-64-W), D.Wheeler (0), B.Duckworth (9)"
24,25,25,25,May 3,,PIT,"L,4-7",9.0,14,7,7,0,2,8,2,0,3.53,40,139,88,0.0,0.0,0,1,38,3,0,0,0,0,0,1,3,Marvin Hudson,"E.Astacio (99-47), C.Qualls (2-L), B.Lidge (5)"
25,26,26,26,May 4,,PIT,"L,4-6",9.0,9,6,6,0,6,12,2,1,3.63,42,162,101,3.0,1.0,3,1,34,2,0,1,0,1,0,0,3,Larry Young,"R.Clemens (4-64), C.Qualls (0-H), B.Lidge (0-BL)"
26,27,27,27,May 5,@,ATL,"L,3-9",8.0,11,9,9,0,5,3,1,0,3.85,41,139,82,2.0,1.0,0,0,35,2,0,1,1,0,1,0,5,Tony Randazzo,"B.Backe (4-22-L), C.Harville (3), R.Springer (3), D.Wheeler (2), J.Franco (3)"
27,28,28,28,May 6,@,ATL,"L,4-9",8.0,11,9,7,2,0,8,1,0,3.98,35,117,76,0.0,0.0,0,0,33,3,1,0,1,1,1,1,3,Ed Montague,"R.Oswalt (4-20-L), B.Duckworth (3), C.Harville (0)"
28,29,29,29,May 7,@,ATL,"L,1-4",8.0,10,4,4,0,0,2,1,0,3.99,34,108,77,0.0,0.0,0,0,33,4,0,0,1,0,1,0,2,Jerry Layne,"A.Pettitte (4-51-L), B.Lidge (2)"
29,30,30,30,May 8,@,ATL,"L,0-16",8.0,17,16,16,0,2,9,5,0,4.42,43,156,101,0.0,0.0,0,0,40,4,0,0,0,1,0,0,3,Paul Emmel,"E.Astacio (4-23-L), B.Duckworth (1), C.Harville (1)"
30,31,31,31,May 9,@,FLA,"W,2-1",9.0,5,1,0,1,4,8,0,1,4.27,37,140,89,1.0,0.0,0,0,30,0,0,0,1,1,0,0,4,Ed Hickox,"R.Clemens (4-72-W), C.Qualls (4-H), R.Springer (3-H), B.Lidge (1-Sv)"
31,32,32,32,May 10,@,FLA,"L,2-6",8.0,10,6,6,0,5,4,2,1,4.34,37,140,85,4.0,3.0,0,0,30,3,0,1,1,0,0,3,5,Tim Tschida,"B.Backe (4-61), D.Wheeler (4-H), J.Franco (4-H), R.Springer (0-BL), C.Qualls (0)"
32,33,33,33,May 11,@,FLA,"L,1-2",8.0,5,2,2,0,5,6,1,1,4.29,34,136,83,3.0,0.0,2,0,27,0,1,0,1,0,0,1,2,Dan Iassogna,"R.Oswalt (4-62-L), D.Wheeler (0)"
33,34,34,34,May 12,,SFG,"L,3-6",9.0,9,6,3,3,3,11,0,0,4.25,42,141,99,0.0,0.0,0,0,37,2,0,0,1,1,3,0,4,Tim Welke,"A.Pettitte (4-53-L), D.Wheeler (0), C.Qualls (1), B.Lidge (2)"
34,35,35,35,May 13,,SFG,"L,2-4",9.0,9,4,3,1,4,5,1,0,4.21,39,164,109,1.0,0.0,0,1,35,2,0,0,0,0,1,0,5,Brian O'Nora,"E.Astacio (4-56-L), M.Burns (99), J.Franco (2), C.Qualls (0), R.Springer (2)"
35,36,36,36,May 14,,SFG,"W,4-1",9.0,5,1,1,0,0,12,0,1,4.12,33,116,79,0.0,0.0,1,0,32,2,0,0,0,0,0,0,2,Gary Cederstrom,"R.Clemens (4-78-W), B.Lidge (1-Sv)"
36,37,37,37,May 15,,SFG,"W,9-0",9.0,4,0,0,0,2,6,0,0,4.0,32,114,78,,,0,0,30,0,0,0,0,0,0,1,1,Bill Welke,B.Backe (4-83-W)
37,38,38,38,May 17,,ARI,"W,3-0",9.0,6,0,0,0,2,9,0,0,3.9,34,133,90,0.0,0.0,0,0,32,0,0,0,0,0,0,1,2,Andy Fletcher,"R.Oswalt (5-79-W), B.Lidge (2-Sv)"
38,39,39,39,May 18,,ARI,"L,6-7",9.0,14,7,7,0,1,7,1,0,3.98,40,133,90,0.0,0.0,0,0,38,4,0,0,0,1,0,1,5,Bob Davidson,"A.Pettitte (5-20-L), C.Harville (9), C.Qualls (4), M.Burns (4), E.Astacio (4)"
39,40,40,40,May 19,,ARI,"L,1-6",9.0,9,6,5,1,5,8,1,0,4.0,44,175,107,2.0,0.0,1,0,39,1,0,0,0,0,3,0,5,Rob Drake,"R.Clemens (4-57-L), J.Franco (5), C.Qualls (0), D.Wheeler (6), M.Burns (0)"
40,41,41,41,May 20,@,TEX,"L,3-7",8.0,9,7,7,0,5,4,1,0,4.09,35,118,72,4.0,3.0,1,0,30,3,0,1,0,0,0,3,3,Greg Gibson,"B.Backe (4-43-L), J.Franco (0), D.Wheeler (0)"
41,42,42,42,May 21,@,TEX,"L,3-18",8.0,17,18,18,0,5,9,8,0,4.44,45,191,114,1.0,1.0,0,1,40,3,0,0,0,0,0,0,5,Charlie Reliford,"E.Astacio (2-0-L), C.Harville (2), M.Burns (1), R.Springer (7), B.Lidge (3)"
42,43,43,43,May 22,@,TEX,"L,0-2",8.0,8,2,2,0,1,7,1,0,4.4,31,131,83,2.0,0.0,0,0,30,1,1,1,0,0,0,2,2,Lance Barksdale,"R.Oswalt (4-61-L), J.Franco (1)"
43,44,44,44,May 23,@,CHC,"L,1-4",8.0,8,4,4,0,3,8,2,0,4.4,32,115,69,2.0,0.0,1,2,28,1,0,0,0,1,0,1,5,Jim Reynolds,"W.Rodriguez (99-46-L), R.Springer (1), D.Wheeler (2), C.Harville (1), J.Franco (0)"
44,45,45,45,May 24,@,CHC,"L,2-4",8.0,5,4,4,0,3,8,0,0,4.4,32,118,77,1.0,1.0,1,0,29,1,0,0,0,0,0,0,4,Wally Bell,"R.Clemens (4-68), D.Wheeler (0-H), C.Qualls (4-H), B.Lidge (2-BL)"
45,46,46,46,May 25,@,CHC,"W,5-1",9.0,7,1,1,0,1,3,0,0,4.32,32,105,71,1.0,0.0,0,0,30,1,0,0,1,0,0,3,3,John Hirschbeck,"B.Backe (4-60-W), D.Wheeler (0), B.Lidge (0)"
46,47,47,47,May 27,@,MIL,"L,0-3",8.0,6,3,3,0,4,7,0,1,4.3,34,126,78,6.0,2.0,1,0,28,1,0,1,1,0,0,1,5,Bill Miller,"R.Oswalt (4-64-L), R.Springer (3), C.Qualls (2), J.Franco (3), D.Wheeler (1)"
47,48,48,48,May 28,@,MIL,"W,9-6",9.0,13,6,6,0,0,8,3,0,4.34,38,141,98,0.0,0.0,0,0,37,3,0,0,1,0,0,2,4,Joe Brinkman,"W.Rodriguez (4-43-W), C.Qualls (0), E.Astacio (6), B.Lidge (2-Sv)"
48,49,49,49,May 29,@,MIL,"W,2-1",9.0,6,1,1,0,1,9,1,0,4.27,32,110,76,0.0,0.0,0,1,31,1,0,0,0,0,0,1,3,Derryl Cousins,"A.Pettitte (10-73-W), D.Wheeler (1-H), B.Lidge (0-Sv)"
49,50,50,50,May 30,,CIN,"L,0-9",9.0,10,9,9,0,2,8,2,0,4.37,39,145,89,2.0,2.0,0,0,37,0,0,0,0,0,0,0,4,Larry Poncino,"R.Clemens (5-72-L), J.Franco (2), R.Springer (2), C.Qualls (1)"
50,51,51,51,May 31,,CIN,"W,4-3",9.0,10,3,3,0,3,7,1,0,4.34,38,143,90,1.0,1.0,1,0,35,2,0,0,0,0,0,1,4,Mark Wegner,"B.Backe (5-43-W), J.Franco (0-H), D.Wheeler (1-H), B.Lidge (1-Sv)"
51,53,52,52,Jun 1,,CIN,"W,4-1",9.0,4,1,1,0,2,6,0,0,4.27,32,119,80,0.0,0.0,0,0,30,2,0,0,0,0,0,1,3,Paul Nauert,"R.Oswalt (4-68-W), D.Wheeler (0-H), B.Lidge (0-Sv)"
52,54,53,53,Jun 3,,STL,"L,0-2",9.0,7,2,2,0,1,5,1,0,4.23,33,122,76,0.0,0.0,2,0,32,2,0,0,0,0,0,2,3,Jerry Meals,"A.Pettitte (4-68-L), C.Qualls (3), R.Springer (3)"
53,55,54,54,Jun 4,,STL,"L,9-11",9.0,14,11,11,0,7,6,3,0,4.36,46,177,107,3.0,0.0,0,0,39,3,1,1,0,0,0,2,6,Mike Winters,"W.Rodriguez (6-6-L), B.Backe (3), C.Harville (11), J.Franco (3), C.Qualls (0), R.Springer (0)"
54,56,55,55,Jun 5,,STL,"W,6-4",9.0,11,4,4,0,1,8,0,0,4.35,38,157,108,1.0,0.0,0,0,36,1,1,0,0,1,0,1,4,Bruce Froemming,"R.Clemens (5-36-W), R.Springer (0-H), D.Wheeler (3-H), B.Lidge (3-Sv)"
55,57,56,56,Jun 7,@,NYM,"L,1-3",8.0,12,3,3,0,1,10,0,1,4.34,37,124,87,3.0,0.0,0,1,35,2,0,0,0,0,0,0,2,Bruce Dreckman,"R.Oswalt (5-44-L), C.Qualls (2)"
56,58,57,57,Jun 8,@,NYM,"W,4-1",9.0,6,1,1,0,7,10,0,0,4.28,39,152,94,0.0,0.0,1,0,31,2,0,0,1,0,0,0,4,Bill Hohn,"B.Backe (3-61-W), C.Qualls (0-H), D.Wheeler (2-H), B.Lidge (2-Sv)"
57,59,58,58,Jun 9,@,NYM,"W,6-3",11.0,6,3,3,0,2,13,1,1,4.24,41,175,117,0.0,0.0,0,0,37,2,0,0,1,0,0,1,5,Gerry Davis,"A.Pettitte (5-60), C.Qualls (0-H), D.Wheeler (0-BSv), R.Springer (3-W), B.Lidge (0-Sv)"
58,60,59,59,Jun 10,,TOR,"W,4-2",9.0,6,2,2,0,6,8,0,1,4.2,38,146,90,1.0,1.0,1,0,31,0,0,0,0,0,0,2,4,Terry Craft,"W.Rodriguez (5-53-W), C.Harville (5-H), R.Springer (0-H), B.Lidge (0-Sv)"
59,61,60,60,Jun 11,,TOR,"W,6-3",9.0,7,3,3,0,4,9,1,0,4.18,37,134,86,0.0,0.0,0,0,32,1,0,0,1,0,0,1,4,Ted Barrett,"R.Clemens (5-70), J.Franco (6-H), R.Springer (0-H), B.Lidge (0-BW)"
60,62,61,61,Jun 12,,TOR,"W,3-0",9.0,2,0,0,0,0,3,0,0,4.11,29,88,65,,,0,0,29,1,0,0,0,0,0,0,1,Alfonso Marquez,R.Oswalt (4-86-W)
61,63,62,62,Jun 13,@,BAL,"L,5-8",8.0,14,8,8,0,6,5,2,0,4.18,44,159,87,3.0,0.0,1,0,38,5,0,0,0,0,1,1,5,Randy Marsh,"B.Backe (4-13-L), C.Harville (2), J.Franco (1), M.Burns (22), R.Springer (1)"
62,64,63,63,Jun 14,@,BAL,"L,1-6",8.0,10,6,6,0,2,6,1,0,4.22,34,118,78,2.0,0.0,0,0,31,1,0,0,1,0,0,1,2,Jim Wolf,"A.Pettitte (4-39-L), C.Qualls (4)"
63,65,64,64,Jun 15,@,BAL,"L,1-5",8.0,10,5,5,0,4,4,1,1,4.24,35,134,81,3.0,1.0,0,0,29,1,0,0,0,1,0,4,4,Sam Holbrook,"W.Rodriguez (4-42-L), J.Franco (1), D.Wheeler (5), B.Lidge (3)"
64,66,65,65,Jun 17,@,KCR,"W,7-0",9.0,9,0,0,0,3,9,0,0,4.17,39,157,103,0.0,0.0,0,0,36,1,0,0,0,0,0,0,4,Dana DeMuth,"R.Clemens (5-67-W), C.Qualls (2), J.Franco (1), C.Harville (3)"
65,67,66,66,Jun 18,@,KCR,"W,6-2",9.0,9,2,2,0,1,4,0,0,4.14,36,136,91,0.0,0.0,0,0,35,3,1,0,0,0,0,1,2,Marty Foster,"R.Oswalt (5-67-W), R.Springer (4)"
66,68,67,67,Jun 19,@,KCR,"L,1-7",8.0,11,7,7,0,6,3,1,0,4.19,38,137,79,1.0,1.0,0,0,32,1,0,0,0,0,0,1,4,Jim Joyce,"B.Backe (5-39-L), D.Wheeler (3), J.Franco (1), B.Lidge (3)"
67,69,68,68,Jun 20,,COL,"W,7-0",9.0,5,0,0,0,2,13,0,0,4.12,32,139,90,0.0,0.0,0,0,30,2,0,0,0,0,0,1,3,Mark Carlson,"A.Pettitte (5-74-W), J.Franco (0), C.Qualls (2)"
68,70,69,69,Jun 21,,COL,"W,6-5",9.0,8,5,5,0,3,7,1,0,4.14,38,136,82,1.0,0.0,0,1,33,2,1,0,1,1,1,0,4,Joe West,"W.Rodriguez (5-40), C.Qualls (0-W), D.Wheeler (1-H), B.Lidge (1-Sv)"
69,71,70,70,Jun 22,,COL,"W,6-2",9.0,6,2,1,1,2,6,0,0,4.09,35,151,98,0.0,0.0,0,0,32,1,0,0,1,0,1,1,3,Brian Gorman,"R.Clemens (4-63-W), J.Franco (1), R.Springer (3)"
70,72,71,71,Jun 24,,TEX,"W,5-2",9.0,7,2,2,0,0,6,2,0,4.06,33,135,98,0.0,0.0,0,0,33,1,0,0,0,0,0,1,3,Bill Miller,"R.Oswalt (5-60-W), C.Qualls (2-H), B.Lidge (2-Sv)"
71,73,72,72,Jun 25,,TEX,"L,5-6",9.0,8,6,6,0,3,12,3,0,4.09,38,145,89,1.0,0.0,0,0,35,1,0,0,0,0,0,0,5,Joe Brinkman,"B.Backe (5-43-L), M.Burns (11), J.Franco (2), C.Qualls (0), D.Wheeler (3)"
72,74,73,73,Jun 26,,TEX,"W,3-2",10.0,7,2,1,1,0,8,0,0,4.04,38,130,88,0.0,0.0,0,0,38,1,0,0,0,0,0,0,2,Derryl Cousins,"A.Pettitte (5-73), C.Qualls (0-W)"
73,75,74,74,Jun 27,@,COL,"W,11-5",9.0,11,5,3,2,4,8,0,2,4.02,45,169,98,5.0,0.0,0,0,39,3,0,0,0,0,1,1,4,Rob Drake,"W.Rodriguez (5-49-W), R.Springer (4), C.Harville (9), D.Wheeler (1)"
74,76,75,75,Jun 28,@,COL,"L,5-6",8.0,8,6,6,0,3,7,2,0,4.06,33,129,88,4.0,3.0,0,0,30,0,0,0,0,0,0,2,4,Paul Nauert,"R.Clemens (5-70), C.Qualls (1), J.Franco (2-H), R.Springer (0-BL)"
75,77,76,76,Jun 29,@,COL,"W,7-1",9.0,8,1,1,0,1,7,0,0,4.02,36,131,90,0.0,0.0,0,0,35,1,1,0,0,0,1,1,3,Tom Hallion,"R.Oswalt (4-70-W), C.Qualls (0), M.Burns (3)"
76,78,77,77,Jun 30,@,CIN,"T,2-2",7.0,8,2,2,0,7,9,0,0,4.0,35,130,75,2.0,1.0,0,1,28,0,0,0,0,0,0,0,3,Fieldin Culbreth,"B.Backe (4-44), C.Harville (2), C.Qualls (0)"
77,80,78,78,Jul 1,@,CIN,"W,10-7",9.0,13,7,4,3,1,10,0,0,4.0,42,176,115,0.0,0.0,0,0,40,4,0,0,0,1,1,0,4,Marvin Hudson,"A.Pettitte (4-46-W), R.Springer (2), J.Franco (2), D.Wheeler (3-Sv)"
78,81,79,79,Jul 2(1),@,CIN,"W,4-3",9.0,7,3,3,0,5,7,2,0,3.99,39,139,83,0.0,0.0,0,0,34,3,0,0,0,0,0,0,3,Larry Young,"W.Rodriguez (4-51-W), M.Burns (2-H), D.Wheeler (0-Sv)"
79,82,80,80,Jul 2(2),@,CIN,"L,6-11",8.0,14,11,7,4,1,8,3,1,4.03,40,154,103,0.0,0.0,0,0,37,3,1,0,0,1,1,0,3,Eric Cooper,"E.Astacio (34-35-L), R.Springer (0), C.Harville (1)"
80,83,81,81,Jul 3,@,CIN,"W,9-0",9.0,4,0,0,0,1,6,0,1,3.98,32,139,92,0.0,0.0,0,0,30,0,0,0,0,0,0,0,3,Fieldin Culbreth,"R.Clemens (4-72-W), M.Gallo (99), M.Burns (0)"
81,84,82,82,Jul 4,,SDP,"W,4-1",9.0,5,1,1,0,2,6,0,0,3.94,33,104,71,,,0,0,31,2,0,0,0,0,0,0,1,Gary Cederstrom,R.Oswalt (4-77-W)
82,85,83,83,Jul 5,,SDP,"W,6-2",9.0,6,2,2,0,4,5,0,0,3.92,37,132,85,3.0,0.0,1,0,33,2,1,0,0,0,0,0,5,Brian O'Nora,"B.Backe (4-55-W), C.Harville (2-H), B.Lidge (10), M.Gallo (1), C.Qualls (4)"
83,86,84,84,Jul 6,,SDP,"W,5-4",9.0,9,4,3,1,2,5,0,0,3.91,37,126,84,1.0,1.0,2,0,35,1,1,0,0,0,1,2,6,Bill Welke,"A.Pettitte (4-60-W), R.Springer (3-H), M.Gallo (0), C.Harville (0), C.Qualls (0-H), D.Wheeler (3-Sv)"
84,87,85,85,Jul 7,,SDP,"L,5-7",9.0,7,7,7,0,6,10,1,1,3.95,40,164,98,3.0,3.0,1,1,33,2,0,0,0,0,0,0,6,Ed Hickox,"W.Rodriguez (4-27-L), R.Springer (0), M.Burns (3), M.Gallo (0), D.Wheeler (0), C.Qualls (0)"
85,88,86,86,Jul 8,,LAD,"W,3-2",9.0,8,2,2,0,1,6,0,0,3.92,35,146,90,0.0,0.0,0,0,33,2,0,0,1,0,1,1,3,Sam Holbrook,"R.Clemens (4-56), D.Wheeler (0), B.Lidge (2-W)"
86,89,87,87,Jul 9,,LAD,"W,4-2",9.0,9,2,1,1,2,10,0,0,3.89,38,151,102,3.0,1.0,0,0,36,0,1,0,0,0,0,0,4,Randy Marsh,"R.Oswalt (4-55-W), C.Qualls (1-H), R.Springer (1-H), B.Lidge (0-Sv)"
87,90,88,88,Jul 10,,LAD,"W,6-5",9.0,9,5,3,2,2,8,1,1,3.88,37,126,84,0.0,0.0,0,1,34,2,0,1,0,0,1,1,5,Larry Vanover,"B.Backe (4-43), M.Gallo (2), C.Harville (3), R.Springer (0-W), B.Lidge (0-Sv)"
88,91,89,89,Jul 15,@,STL,"L,3-4",12.1,8,4,4,0,6,10,3,0,3.86,48,190,113,3.0,1.0,0,1,42,1,0,0,0,0,0,1,7,Chuck Meriwether,"A.Pettitte (8-65), C.Qualls (5), M.Gallo (4), D.Wheeler (6), B.Lidge (4), R.Springer (4), C.Harville (4-BL)"
89,92,90,90,Jul 16,@,STL,"L,2-4",8.0,9,4,4,0,2,5,1,0,3.87,35,136,84,0.0,0.0,0,0,32,2,0,0,1,0,0,0,2,Tim McClelland,"R.Oswalt (6-43-L), M.Burns (8)"
