,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,1,1,Apr 3,@,CIN,"L,2-3",8.0,4,3,3,0,4,5,0,0,3.38,34,113,69,0.0,0.0,1,0,29,1,1,0,1,0,2,0,3,Terry Craft,"T.Ritchie (99-52-L), S.Sauerbeck (99), J.Silva (99)"
1,2,2,Apr 4,@,CIN,"W,6-5",10.0,18,5,5,0,3,9,1,0,4.0,49,165,113,7.0,0.0,3,0,46,1,0,0,0,0,0,2,6,Bill Miller,"T.Mulholland (99-41), J.Manzanillo (99), J.Silva (0), M.Wilkins (99), S.Sauerbeck (0), M.Williams (99-W)"
2,3,3,Apr 5,@,CIN,"L,1-4",8.0,5,4,4,0,3,4,0,0,4.15,31,110,71,0.0,0.0,1,0,28,1,0,0,0,0,1,2,2,Rob Drake,"J.Anderson (99-52-L), M.Wilkins (0)"
3,4,4,Apr 6,@,HOU,"L,1-4",8.0,7,4,3,1,0,7,1,1,3.97,32,104,81,0.0,0.0,0,0,30,1,1,0,0,1,1,1,2,Alfonso Marquez,"O.Olivares (99-53-L), J.Manzanillo (1)"
4,5,5,Apr 7,@,HOU,"W,5-3",9.0,6,3,3,0,5,10,0,2,3.77,38,143,86,0.0,0.0,2,1,30,1,0,1,1,0,1,2,4,Steve Rippley,"B.Arroyo (99-46-W), M.Wilkins (1-H), S.Sauerbeck (2-H), M.Williams (2-Sv)"
5,6,6,Apr 8,@,HOU,"W,9-3",9.0,7,3,3,0,3,8,2,0,3.63,36,150,88,0.0,0.0,0,1,33,0,0,0,0,0,1,1,3,Mike Winters,"J.Beimel (99-49-W), B.Taylor (99), J.Silva (3)"
6,7,7,Apr 9,,CIN,"L,2-8",9.0,12,8,8,0,4,5,1,3,4.28,42,146,88,4.0,1.0,0,1,33,2,0,0,2,0,0,2,4,Bill Welke,"T.Ritchie (5-43-L), J.Manzanillo (2), S.Sauerbeck (1), M.Wilkins (1)"
7,8,8,Apr 11,,CIN,"W,6-5",9.0,15,5,4,1,1,10,0,0,4.24,44,167,111,2.0,0.0,2,0,43,3,0,0,0,0,2,1,5,John Hirschbeck,"J.Anderson (5-21), J.Manzanillo (1), J.Beimel (2), J.Silva (2-W), M.Williams (3-Sv)"
8,9,9,Apr 12,,CIN,"L,6-11",9.0,12,11,11,0,5,5,2,1,5.01,44,145,88,0.0,0.0,1,0,36,3,1,2,1,1,1,2,4,Chuck Meriwether,"O.Olivares (5-22-L), M.Wilkins (2), S.Sauerbeck (2), J.Silva (0)"
9,10,10,Apr 13,@,CHC,"L,2-4",8.0,5,4,3,1,1,3,2,0,4.86,30,101,67,1.0,0.0,0,0,28,0,0,0,1,0,1,0,3,Greg Bonin,"B.Arroyo (5-56-L), J.Beimel (1), J.Manzanillo (1)"
10,11,11,Apr 14,@,CHC,"L,6-7",8.0,13,7,7,0,4,9,2,0,5.12,40,145,90,6.0,2.0,1,0,35,1,0,0,0,1,0,1,4,Jerry Meals,"R.Martinez (99-43), J.Silva (1-L), S.Sauerbeck (1), J.Manzanillo (0)"
11,12,12,Apr 15,@,CHC,"L,1-5",8.0,11,5,5,0,5,4,2,0,5.16,38,138,79,2.0,2.0,0,1,32,1,0,0,1,0,0,1,4,Phil Cuzzi,"T.Ritchie (5-52), S.Sauerbeck (0-L), M.Wilkins (2), M.Williams (3)"
12,13,13,Apr 16,,HOU,"W,3-0",9.0,8,0,0,0,2,6,0,0,4.74,37,127,76,2.0,0.0,1,0,34,2,0,0,1,0,1,1,3,Mike Reilly,"J.Anderson (4-65-W), S.Sauerbeck (0-H), M.Williams (0-Sv)"
13,14,14,Apr 18,,HOU,"W,8-4",9.0,6,4,4,0,1,5,2,1,4.69,34,103,65,2.0,0.0,0,0,31,1,0,0,0,1,0,0,5,Jeff Kellogg,"O.Olivares (5-41), B.Arroyo (4-W), J.Manzanillo (3), S.Sauerbeck (1-H), J.Silva (3)"
14,15,15,Apr 20,,CHC,"L,2-8",9.0,7,8,7,1,9,5,1,1,4.85,41,180,94,8.0,3.0,0,0,30,1,0,0,0,1,2,4,5,Richard Shulock,"R.Martinez (5-38-L), J.Beimel (6), J.Manzanillo (1), S.Sauerbeck (1), J.Silva (1)"
15,16,16,Apr 21,,CHC,"L,3-4",9.0,7,4,3,1,0,10,2,1,4.73,36,119,80,2.0,0.0,1,0,35,2,0,0,0,0,1,0,4,Mike Everitt,"T.Ritchie (5-61), T.Mulholland (16), J.Manzanillo (0), M.Williams (4-L)"
16,17,17,Apr 22,,CHC,"W,4-3",10.0,9,3,3,0,4,5,1,0,4.59,41,125,75,0.0,0.0,0,0,35,1,0,1,2,0,0,1,3,Rocky Roe,"J.Anderson (5-63), J.Silva (1), M.Williams (0-W)"
17,18,18,Apr 24,@,LAD,"W,5-1",9.0,4,1,1,0,4,8,0,1,4.39,35,135,77,1.0,0.0,0,0,30,1,0,0,0,0,0,0,4,Jeff Nelson,"O.Olivares (5-67-W), T.Mulholland (2-H), B.Arroyo (5-H), J.Silva (1)"
18,19,19,Apr 25,@,LAD,"L,5-6",8.0,5,6,6,0,5,5,1,0,4.5,33,134,83,0.0,0.0,2,0,28,1,2,0,0,0,0,0,3,Derryl Cousins,"R.Martinez (4-37), J.Beimel (4), J.Manzanillo (3-L)"
19,20,20,Apr 26,@,LAD,"L,3-6",8.0,8,6,6,0,3,5,0,0,4.6,35,122,74,2.0,0.0,1,0,32,2,0,0,0,0,0,0,3,Rob Drake,"T.Ritchie (4-31-L), T.Mulholland (1), S.Sauerbeck (5)"
20,21,21,Apr 27,@,SDP,"W,3-0",9.0,8,0,0,0,4,7,0,0,4.38,39,153,87,2.0,0.0,0,0,35,0,0,0,0,0,2,2,5,Brian Gorman,"J.Anderson (4-59-W), J.Manzanillo (1-H), S.Sauerbeck (0-H), J.Silva (2-H), M.Williams (4-Sv)"
21,22,22,Apr 28,@,SDP,"L,1-8",8.0,14,8,8,0,6,8,2,1,4.57,44,174,104,2.0,0.0,3,0,37,3,0,0,0,0,0,1,3,Doug Eddings,"B.Arroyo (3-31-L), J.Beimel (2), T.Mulholland (1)"
22,23,23,Apr 29,@,SDP,"L,1-6",8.0,9,6,6,0,4,9,1,0,4.66,36,148,87,1.0,0.0,0,0,32,2,1,0,0,0,0,1,3,Tim Timmons,"O.Olivares (4-45-L), J.Manzanillo (1), J.Silva (1)"
23,24,24,May 1,,SFG,"L,6-11",9.0,14,11,11,0,7,6,3,1,4.93,48,151,87,1.0,0.0,0,0,39,2,0,0,1,0,0,1,5,Lance Barksdale,"R.Martinez (5-34-L), T.Mulholland (2), J.Beimel (2), S.Sauerbeck (3), M.Williams (3)"
24,25,25,May 2,,SFG,"L,6-7",9.0,9,7,6,1,2,5,2,0,4.98,41,140,95,5.0,3.0,0,0,39,2,0,0,0,0,3,0,5,Ron Kulpa,"T.Ritchie (5-39), J.Silva (2-BL), S.Sauerbeck (0), J.Manzanillo (2), T.Mulholland (0)"
25,26,26,May 3,,SFG,"W,4-3",9.0,9,3,3,0,6,4,1,0,4.9,40,142,82,1.0,0.0,1,0,32,0,0,1,1,1,0,2,3,Wally Bell,"J.Anderson (5-46), J.Silva (0-W), M.Williams (1-Sv)"
26,27,27,May 4,,COL,"L,3-9",9.0,13,9,9,0,3,4,2,0,5.06,44,149,95,0.0,0.0,2,0,40,3,0,1,0,1,0,0,4,Jim McKean,"B.Arroyo (5-25-L), T.Mulholland (1), J.Manzanillo (1), J.Beimel (2)"
27,28,28,May 5,,COL,"W,11-3",9.0,3,3,3,0,6,3,0,1,4.98,36,123,69,0.0,0.0,0,0,29,1,0,1,0,0,0,0,3,Jim Joyce,"O.Olivares (5-56-W), S.Sauerbeck (2), J.Beimel (0)"
28,29,29,May 6,,COL,"W,4-3",11.0,12,3,3,0,5,2,0,1,4.87,49,160,93,0.0,0.0,0,0,43,1,0,2,0,0,0,0,5,Terry Craft,"D.Wengert (99-38), T.Mulholland (1-H), S.Sauerbeck (0-H), J.Manzanillo (1-BSv), J.Beimel (0-W)"
29,30,30,May 7,@,STL,"L,0-7",8.0,10,7,6,1,4,4,3,0,4.93,40,148,96,0.0,0.0,0,0,35,0,0,2,1,0,1,1,2,Mike Winters,"T.Ritchie (4-50-L), J.Silva (3)"
30,31,31,May 8,@,STL,"L,2-8",8.0,8,8,8,0,5,5,2,1,5.05,37,143,88,0.0,0.0,0,0,31,2,0,0,0,0,0,1,3,Ted Barrett,"J.Anderson (4-32-L), T.Mulholland (1), M.Williams (4)"
31,32,32,May 9,@,STL,"L,2-6",8.0,10,6,4,2,4,5,1,0,5.03,35,133,77,2.0,0.0,0,0,29,1,0,0,0,2,0,3,4,Alfonso Marquez,"B.Arroyo (4-36-L), J.Beimel (2), T.Mulholland (0), S.Sauerbeck (2)"
32,33,33,May 10,@,STL,"L,5-11",8.0,17,11,11,0,3,6,2,0,5.24,43,146,92,3.0,1.0,0,0,38,2,0,0,2,0,0,1,5,Steve Rippley,"O.Olivares (4-33), T.Mulholland (0), J.Silva (2-BL), S.Sauerbeck (0), J.Manzanillo (3)"
33,34,34,May 11,@,MIL,"W,3-0",9.0,4,0,0,0,2,10,0,0,5.08,32,125,75,2.0,0.0,1,0,30,1,0,0,0,0,0,1,3,Laz Diaz,"J.Schmidt (99-66-W), J.Manzanillo (0-H), M.Williams (2-Sv)"
34,35,35,May 12,@,MIL,"L,4-5",11.0,9,5,3,2,7,7,1,0,4.98,49,197,118,5.0,2.0,0,1,42,2,0,0,0,0,0,0,7,Rick Reed,"T.Ritchie (4-54), T.Mulholland (1-H), J.Silva (1), S.Sauerbeck (1-BSv), M.Williams (0), B.Arroyo (2), J.Beimel (2-L)"
35,36,36,May 13,@,MIL,"L,1-4",8.0,8,4,4,0,3,4,2,0,4.97,35,114,64,0.0,0.0,0,0,31,1,0,1,0,1,0,0,2,Al Clark,"J.Anderson (4-47-L), S.Sauerbeck (0)"
36,37,37,May 14,@,MIL,"L,8-11",8.0,13,11,10,1,3,6,1,0,5.13,40,157,97,2.0,2.0,0,0,35,2,0,0,2,0,1,1,3,Mark Wegner,"D.Wengert (7-15-L), T.Mulholland (1), J.Manzanillo (2)"
37,38,38,May 15,,STL,"L,3-8",9.0,14,8,8,0,3,13,2,1,5.2,44,150,94,1.0,1.0,0,0,39,5,1,1,1,0,0,1,5,Tony Randazzo,"O.Olivares (4-53-L), J.Manzanillo (0), S.Sauerbeck (1), J.Silva (2), M.Williams (2)"
38,39,39,May 16,,STL,"L,0-3",9.0,5,3,3,0,2,12,0,0,5.15,33,149,92,0.0,0.0,0,0,31,0,1,1,0,0,0,0,3,Ed Montague,"J.Schmidt (4-51-L), T.Mulholland (1), J.Beimel (3)"
39,40,40,May 17,,STL,"L,2-12",9.0,13,12,10,2,3,4,2,0,5.27,45,143,96,1.0,0.0,1,0,41,3,1,0,0,1,2,0,3,Jerry Layne,"T.Ritchie (4-18-L), B.Arroyo (4), J.Silva (1)"
40,41,41,May 19,,MIL,"W,6-1",9.0,5,1,1,0,2,5,1,0,5.16,35,128,81,0.0,0.0,0,0,33,0,0,0,0,0,1,0,2,Dan Morrison,"J.Anderson (5-76-W), M.Williams (3)"
41,42,42,May 20,,MIL,"W,8-7",9.0,10,7,7,0,1,6,1,1,5.21,38,120,78,3.0,3.0,0,0,36,1,0,1,0,0,0,1,6,Randy Marsh,"D.Wengert (5-23), T.Mulholland (3), J.Silva (2), J.Beimel (3), J.Manzanillo (4-W), M.Williams (0-Sv)"
42,43,43,May 23(1),@,PHI,"L,0-4",8.0,10,4,4,0,6,10,1,0,5.19,38,150,87,0.0,0.0,3,0,32,0,0,0,0,0,0,1,3,Chris Guccione,"J.Schmidt (6-35-L), B.Arroyo (5), S.Sauerbeck (7)"
43,44,44,May 23(2),@,PHI,"L,2-5",8.0,9,5,5,0,3,5,0,0,5.2,34,116,74,,,0,0,31,3,0,1,0,0,0,2,1,Ed Rapuano,O.Olivares (7-46-L)
44,45,45,May 24,@,PHI,"L,5-6",8.0,12,6,6,0,4,2,1,0,5.23,37,111,68,6.0,2.0,0,0,33,2,1,1,0,0,0,2,4,Paul Emmel,"J.Anderson (4-36), J.Manzanillo (3-BSv), S.Sauerbeck (0-L), J.Silva (3)"
45,46,46,May 25,@,ATL,"L,0-1",8.0,5,1,1,0,1,4,0,0,5.15,30,87,62,,,1,0,29,3,0,0,0,0,0,0,1,John Hirschbeck,T.Ritchie (7-71-L)
46,47,47,May 26,@,ATL,"L,3-9",8.0,14,9,8,1,2,5,2,0,5.23,40,133,84,1.0,1.0,1,0,38,6,1,0,0,0,1,1,5,Chuck Meriwether,"D.Wengert (5-18-L), T.Mulholland (5), J.Beimel (5), J.Manzanillo (1), M.Williams (5)"
47,48,48,May 27,@,ATL,"W,6-3",9.0,11,3,3,0,2,6,0,1,5.18,40,132,92,3.0,1.0,1,0,35,3,0,0,1,1,1,1,5,Brian O'Nora,"B.Arroyo (3-53-W), J.Manzanillo (0-H), S.Sauerbeck (2), J.Silva (2-H), M.Williams (0-Sv)"
48,49,49,May 28,,FLA,"W,8-5",9.0,10,5,5,0,3,4,0,1,5.18,38,105,64,1.0,1.0,0,0,33,1,0,0,0,1,0,2,4,Fieldin Culbreth,"O.Olivares (4-32), J.Manzanillo (0), J.Silva (0-W), M.Williams (0-Sv)"
49,50,50,May 29,,FLA,"L,0-5",9.0,9,5,5,0,3,8,2,1,5.17,40,142,84,2.0,0.0,2,0,35,1,0,0,0,1,1,1,3,Dale Scott,"J.Anderson (4-54-L), J.Silva (0), T.Mulholland (2)"
50,51,51,May 30,,FLA,"L,7-9",10.0,12,9,9,0,5,8,2,0,5.24,47,172,105,6.0,2.0,0,0,42,6,0,1,0,0,0,0,6,Larry Young,"J.Schmidt (6-43), J.Manzanillo (1-BSv), S.Sauerbeck (2), J.Silva (0), T.Mulholland (0), M.Williams (1-L)"
51,52,52,Jun 1,,ATL,"L,1-5",9.0,10,5,5,0,1,7,2,0,5.23,36,122,77,1.0,1.0,0,0,34,4,1,0,0,1,0,1,3,Ted Barrett,"T.Ritchie (6-41-L), T.Mulholland (1), J.Beimel (5)"
52,53,53,Jun 3(1),,ATL,"L,7-11",9.0,18,11,11,0,2,8,1,1,5.35,47,162,109,1.0,1.0,0,0,44,3,0,0,0,0,0,1,5,Alfonso Marquez,"O.Olivares (5-21-L), T.Mulholland (1), B.Arroyo (6), J.Beimel (1), J.Manzanillo (3)"
53,54,54,Jun 3(2),,ATL,"L,3-8",9.0,12,8,8,0,4,5,1,0,5.4,43,162,91,1.0,1.0,3,0,37,3,0,1,1,1,0,0,4,Steve Rippley,"J.Anderson (4-22-L), J.Silva (3), S.Sauerbeck (3), M.Williams (3)"
54,55,55,Jun 5,@,FLA,"W,5-2",9.0,6,2,2,0,2,8,1,0,5.33,34,126,79,1.0,0.0,0,1,32,2,0,0,0,0,0,0,3,Joe Brinkman,"J.Schmidt (5-71-W), J.Manzanillo (1), M.Williams (1-Sv)"
55,56,56,Jun 6,@,FLA,"L,2-7",8.0,10,7,6,1,1,2,1,0,5.36,34,113,82,0.0,0.0,0,1,31,3,1,0,1,1,1,0,2,Matt Hollowell,"T.Ritchie (4-36-L), D.Williams (99)"
56,57,57,Jun 7,@,FLA,"L,3-5",8.0,8,5,5,0,3,7,1,1,5.36,34,134,79,1.0,0.0,0,0,30,2,0,0,0,0,0,1,3,Derryl Cousins,"J.Beimel (3-66), B.Arroyo (3-H), J.Manzanillo (1-BL)"
