,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
0,0,1,1,Mar 31,,ATL,"W,2-0",30,28,2,8,1,0,0,2,1,0,3,0,1,0,0,1,2,0,0.286,0.31,0.321,0.632,4,14,R,J.Teheran(51)
1,1,2,2,Apr 1,,ATL,"L,2-5",35,31,2,6,0,0,1,2,4,0,9,0,0,0,0,2,1,0,0.237,0.297,0.305,0.602,6,13,L,A.Wood(65)
2,2,3,3,Apr 2,,ATL,"L,0-1",30,28,0,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0.184,0.237,0.23,0.466,3,13,R,A.Harang(72)
3,3,4,4,Apr 4,@,BOS,"W,6-2",43,38,6,12,4,1,1,6,4,0,6,0,1,0,1,1,1,1,0.224,0.281,0.328,0.609,10,9,R,J.Peavy(54)
4,4,5,5,Apr 5,@,BOS,"W,7-6",53,52,7,19,6,0,2,7,1,0,18,0,0,0,0,0,1,0,0.266,0.309,0.407,0.715,13,9,R,C.Buchholz(16)
5,5,6,6,Apr 6,@,BOS,"W,4-0",38,36,4,9,2,0,0,3,2,0,8,0,0,0,0,0,2,0,0.263,0.305,0.39,0.695,7,10,L,J.Lester(57)
6,6,7,7,Apr 8,@,PHI,"W,10-4",46,42,10,15,5,0,3,9,2,1,5,1,1,0,3,0,0,2,0.278,0.321,0.439,0.76,9,16,R,K.Kendrick(30)
7,7,8,8,Apr 9,@,PHI,"W,9-4",45,41,9,13,3,1,2,8,2,0,13,1,1,0,1,0,3,0,0.284,0.327,0.459,0.786,9,13,R,R.Hernandez(47)
8,8,9,9,Apr 10,@,PHI,"W,6-2",38,35,6,11,3,1,0,6,1,0,9,0,1,1,1,1,0,1,0.287,0.327,0.459,0.786,5,14,L,C.Lee(52)
9,9,10,10,Apr 11,,PIT,"W,4-2",32,30,4,6,1,0,2,4,2,0,10,0,0,0,0,0,0,0,0.28,0.32,0.457,0.777,4,12,L,F.Liriano(53)
10,10,11,11,Apr 12,,PIT,"W,3-2",34,31,3,7,0,0,1,2,2,0,5,0,1,0,2,1,0,0,0.276,0.317,0.446,0.763,7,15,R,E.Volquez(61)
11,11,12,12,Apr 13,,PIT,"W,4-1",34,28,4,7,3,0,0,2,3,0,4,1,1,1,0,1,1,0,0.274,0.318,0.44,0.758,6,10,R,C.Morton(53)
12,12,13,13,Apr 14,,STL,"L,0-4",33,30,0,3,2,0,0,0,3,0,12,0,0,0,1,1,0,0,0.262,0.308,0.422,0.731,6,13,R,L.Lynn(79)
13,13,14,14,Apr 15,,STL,"L,1-6",32,28,1,3,0,0,1,1,3,0,11,1,0,0,0,1,0,1,0.253,0.303,0.41,0.713,4,14,R,S.Miller(66)
14,14,15,15,Apr 16,,STL,"W,5-1",37,32,5,8,1,0,0,5,3,0,6,1,1,0,2,1,0,0,0.253,0.305,0.402,0.707,8,14,R,J.Kelly(56)
15,15,16,16,Apr 17,@,PIT,"L,2-11",34,31,2,8,1,0,0,2,1,0,4,0,2,0,0,0,0,2,0.253,0.304,0.396,0.699,5,13,R,E.Volquez(55)
16,16,17,17,Apr 18,@,PIT,"W,5-3",39,33,5,10,2,0,1,5,3,0,6,2,1,0,0,0,0,1,0.256,0.309,0.399,0.708,7,14,R,C.Morton(37)
17,17,18,18,Apr 19,@,PIT,"W,8-7",42,39,8,12,4,0,3,8,2,0,7,1,0,0,0,1,0,0,0.259,0.312,0.414,0.727,7,16,L,W.Rodriguez(36)
18,18,19,19,Apr 20,@,PIT,"W,3-2",55,49,3,12,1,1,3,3,4,3,10,0,2,0,0,2,0,0,0.258,0.311,0.42,0.731,10,19,R,G.Cole(71)
19,19,20,20,Apr 21,,SDP,"W,4-3",34,29,4,11,2,1,1,4,3,1,5,0,1,1,0,1,2,1,0.263,0.316,0.428,0.745,6,13,R,A.Cashner(44)
20,20,21,21,Apr 22,,SDP,"L,1-2",48,44,1,7,1,0,1,1,4,1,13,0,0,0,1,0,4,0,0.257,0.311,0.418,0.729,11,14,R,I.Kennedy(62)
21,21,22,22,Apr 23,,SDP,"W,5-2",33,31,5,9,1,0,2,5,2,0,4,0,0,0,0,0,0,2,0.258,0.312,0.422,0.734,4,12,R,T.Ross(35)
