,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
118,122,119,119,Aug 18,@,MIN,"L,7-8",50,39,7,7,4,0,2,6,10,1,6,0,1,0,0,0,3,0,0.232,0.3,0.401,0.701,12,12,L,L.Thorpe(42)
119,123,120,120,Aug 20,,LAA,"W,9-1",43,39,9,15,3,0,2,9,4,0,12,0,0,0,0,0,1,0,0.234,0.301,0.403,0.705,10,9,R,J.Barria(27)
120,124,121,121,Aug 21,,LAA,"W,5-1",39,34,5,13,2,0,2,5,4,0,7,0,0,1,0,1,3,0,0.235,0.302,0.405,0.708,10,9,L,R.Detmers(36)
121,125,122,122,Aug 22,,LAA,"W,3-0",33,29,3,6,2,0,1,3,2,0,6,1,1,0,0,0,0,0,0.235,0.302,0.405,0.707,6,9,L,J.Suarez(40)
122,126,123,123,Aug 24,,TEX,"L,3-7",34,30,3,6,0,0,2,3,3,0,7,0,0,1,0,1,0,0,0.235,0.302,0.405,0.707,4,9,L,T.Hearn(49)
123,127,124,124,Aug 25,,TEX,"W,7-2",37,34,7,10,1,0,4,7,3,0,6,0,0,0,0,1,0,0,0.235,0.302,0.407,0.71,6,9,L,J.Latz(46)
124,128,125,125,Aug 26,,TEX,"W,10-6",42,37,10,15,2,0,3,10,4,0,10,0,0,1,1,1,5,0,0.237,0.304,0.41,0.714,8,9,R,J.Lyles(13)
125,129,126,126,Aug 27,,BOS,"L,3-4",34,32,3,8,0,0,2,3,2,0,6,0,0,0,0,2,1,0,0.237,0.304,0.41,0.714,4,10,L,E.Rodriguez(50)
126,130,127,127,Aug 28,,BOS,"L,3-5",45,39,3,9,3,0,1,3,5,1,13,1,0,0,0,0,0,0,0.237,0.304,0.41,0.714,13,10,R,N.Eovaldi(55)
127,131,128,128,Aug 29,,BOS,"W,7-5",38,31,7,8,2,0,2,7,4,0,7,3,0,0,0,1,2,0,0.237,0.305,0.411,0.715,7,12,R,T.Houck(53)
128,132,129,129,Aug 31,@,KCR,"W,7-2",39,37,7,11,0,0,3,7,2,0,9,0,0,0,0,0,0,0,0.238,0.305,0.412,0.717,5,9,R,J.Junis(49)
129,134,130,130,Sep 1,@,KCR,"W,5-3",45,38,5,9,3,0,1,5,7,2,11,0,0,0,0,0,0,0,0.237,0.305,0.412,0.717,9,12,R,J.Kowar(57)
130,135,131,131,Sep 2,@,KCR,"W,4-2",37,35,4,8,1,0,1,4,2,0,9,0,0,0,1,1,0,0,0.237,0.305,0.411,0.716,6,10,L,M.Minor(51)
131,136,132,132,Sep 3,@,BOS,"L,5-8",41,38,5,11,1,0,2,5,3,0,13,0,0,0,0,0,1,0,0.238,0.305,0.412,0.717,9,10,R,N.Eovaldi(56)
132,137,133,133,Sep 4,@,BOS,"L,3-4",35,33,3,7,3,0,1,3,2,1,8,0,0,0,0,1,2,0,0.238,0.305,0.412,0.717,5,11,R,T.Houck(68)
133,138,134,134,Sep 5,@,BOS,"W,11-5",44,38,11,15,4,0,1,11,4,0,10,0,0,2,1,2,2,0,0.239,0.306,0.413,0.719,6,11,R,K.Crawford(26)
134,139,135,135,Sep 6,,MIN,"L,2-5",34,33,2,8,1,0,1,2,1,0,9,0,0,0,0,1,1,0,0.239,0.306,0.413,0.719,5,9,R,B.Ober(46)
135,140,136,136,Sep 7,,MIN,"L,0-3",38,33,0,7,1,0,0,0,5,0,13,0,0,0,0,1,1,0,0.239,0.306,0.411,0.717,11,12,R,J.Gant(64)
136,141,137,137,Sep 8,,MIN,"L,0-3",28,28,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.238,0.304,0.409,0.714,1,10,R,J.Ryan(79)
137,142,138,138,Sep 9,,MIN,"W,4-1",38,32,4,9,2,0,3,4,6,0,6,0,0,0,0,0,0,0,0.238,0.305,0.411,0.716,10,9,L,A.Albers(36)
138,143,139,139,Sep 10,,MIL,"L,3-10",38,31,3,3,0,0,0,3,6,0,6,0,1,0,2,0,6,0,0.237,0.305,0.408,0.713,8,10,R,A.Houser(66)
139,144,140,140,Sep 11,,MIL,"L,0-3",28,27,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0.236,0.303,0.406,0.709,1,10,R,C.Burnes(95)
140,145,141,141,Sep 12,,MIL,"L,1-11",31,30,1,4,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0.235,0.302,0.404,0.707,3,9,L,E.Lauer(65)
141,146,142,142,Sep 14 (1),@,MIN,"W,3-1",29,27,3,6,2,0,1,3,2,0,8,0,0,0,0,0,0,0,0.235,0.302,0.404,0.707,5,10,R,J.Ryan(61)
142,147,143,143,Sep 14 (2),@,MIN,"L,3-6",28,27,3,6,3,0,0,3,1,0,5,0,0,0,0,0,0,0,0.235,0.302,0.404,0.706,4,9,L,C.Barnes(43)
143,148,144,144,Sep 15,@,MIN,"W,12-3",43,39,12,14,3,0,3,10,3,0,6,0,0,1,0,1,0,0,0.236,0.303,0.406,0.709,4,9,R,G.Jax(36)
