,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
0,0,1,1,Apr 2,,DET,"W,9-5",44,36,9,12,4,0,0,8,5,1,6,1,2,0,2,0,0,0,0.333,0.429,0.444,0.873,11,9,R,J.Weaver(41)
1,1,2,2,Apr 3,,DET,"W,2-1",47,43,2,10,0,0,0,2,3,0,11,0,1,0,0,0,1,0,0.278,0.352,0.329,0.681,11,9,R,S.Sparks(63)
2,2,3,3,Apr 4,,DET,"W,9-2",39,32,9,10,2,0,4,9,7,1,5,0,0,0,0,1,1,0,0.288,0.378,0.45,0.828,6,12,R,J.Lima(29)
3,3,4,4,Apr 5,@,NYY,"L,0-4",32,32,0,3,2,0,0,0,0,0,8,0,0,0,2,0,0,0,0.245,0.321,0.385,0.705,5,9,L,A.Pettitte(74)
4,4,5,5,Apr 6,@,NYY,"L,0-3",32,31,0,3,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0.218,0.288,0.333,0.621,5,9,R,O.Hernandez(86)
5,5,6,6,Apr 7,@,NYY,"L,2-7",34,33,2,6,3,0,0,2,1,0,11,0,0,0,1,0,1,1,0.213,0.276,0.324,0.599,5,9,R,R.Clemens(73)
6,6,7,7,Apr 10,@,BAL,"W,3-2",39,37,3,10,4,0,0,3,2,0,7,0,0,0,2,0,1,1,0.221,0.28,0.332,0.612,9,9,R,J.Johnson(40)
7,7,8,8,Apr 11,@,BAL,"L,6-15",36,32,6,6,1,0,1,5,3,0,8,1,0,0,0,1,1,0,0.217,0.28,0.33,0.61,3,12,R,S.Ponson(25)
8,8,9,9,Apr 12,,TOR,"L,7-14",44,38,7,14,3,0,2,7,3,0,6,2,0,1,0,1,1,0,0.236,0.299,0.363,0.662,10,9,R,B.Cooper(21)
9,9,10,10,Apr 13,,TOR,"L,4-5",44,40,4,13,2,0,0,4,3,0,6,1,0,0,1,0,0,1,0.246,0.309,0.364,0.674,13,10,R,L.Prokopec(52)
10,10,11,11,Apr 14,,TOR,"W,5-4",41,34,5,9,2,0,0,5,4,1,6,1,2,0,1,2,1,1,0.247,0.314,0.361,0.675,7,9,R,R.Halladay(49)
11,11,12,12,Apr 16,@,DET,"L,3-9",38,36,3,11,3,0,1,3,2,0,6,0,0,0,0,0,0,1,0.252,0.316,0.37,0.686,8,9,R,J.Lima(64)
12,12,13,13,Apr 17,@,DET,"L,6-7",36,33,6,7,1,0,1,6,1,0,6,0,1,1,1,1,0,0,0.249,0.31,0.368,0.678,3,11,L,M.Redman(56)
13,13,14,14,Apr 18,@,DET,"W,6-4",42,40,6,14,3,0,1,6,1,0,1,0,0,1,1,0,0,1,0.258,0.314,0.378,0.692,9,10,R,J.Weaver(29)
14,14,15,15,Apr 19,,BAL,"L,5-6",61,53,5,12,0,1,1,4,6,2,11,2,0,0,0,0,3,1,0.255,0.315,0.373,0.688,14,10,R,C.Maduro(51)
