,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
0,0,1,1,Apr 6,@,ARI,"L,4-5",8.0,7,5,5,0,2,9,2,1,5.62,36,136,84,3.0,0.0,0,0,32,2,0,0,1,0,3,0,4,Jim Joyce,"T.Lincecum (99-42-L), G.Mota (99), J.Affeldt (99), C.Hensley (99)"
1,1,2,2,Apr 7,@,ARI,"L,4-5",8.0,10,5,5,0,4,7,2,1,5.62,37,144,86,0.0,0.0,0,0,32,2,0,2,0,0,0,2,4,Jim Reynolds,"M.Bumgarner (99-33-L), D.Otero (99), S.Casilla (99), J.Lopez (99)"
2,2,3,3,Apr 8,@,ARI,"L,6-7",8.0,8,7,6,1,4,5,2,0,6.0,38,143,87,8.0,2.0,1,0,33,3,0,0,1,0,1,1,5,Mike DiMuro,"M.Cain (99-42), J.Affeldt (1-L), S.Casilla (0), J.Lopez (0-BSv), S.Romo (99)"
3,3,4,4,Apr 9,@,COL,"W,7-0",9.0,4,0,0,0,0,4,0,0,4.36,32,114,71,,,0,0,32,1,0,0,0,0,1,0,1,Derryl Cousins,B.Zito (99-83-W)
4,4,5,5,Apr 11,@,COL,"L,8-17",8.0,22,17,13,4,5,5,0,1,6.37,52,199,125,4.0,1.0,2,0,45,8,3,0,1,0,1,1,6,Bob Davidson,"T.Lincecum (4-18), D.Otero (3), G.Mota (4-BL), J.Affeldt (2), C.Hensley (4), B.Wilson (99)"
5,5,6,6,Apr 12,@,COL,"W,4-2",9.0,7,2,2,0,4,3,0,0,5.58,37,158,98,3.0,0.0,0,0,33,1,1,0,0,0,0,1,4,Ron Kulpa,"M.Bumgarner (4-66-W), S.Romo (3-H), J.Lopez (3-H), B.Wilson (0-Sv)"
6,6,7,7,Apr 13,,PIT,"W,5-0",9.0,1,0,0,0,0,11,0,0,4.73,28,106,73,,,0,0,28,0,0,0,0,0,0,0,1,Brian Runge,M.Cain (4-96-W)
7,7,8,8,Apr 14,,PIT,"W,4-3",9.0,7,3,2,1,1,6,0,0,4.37,37,143,92,1.0,0.0,2,0,36,0,1,0,0,0,2,0,3,Marvin Hudson,"B.Zito (4-58), S.Casilla (5), J.Lopez (1-W)"
8,8,9,9,Apr 15,,PIT,"L,1-4",9.0,8,4,3,1,5,9,1,1,4.21,40,145,88,5.0,2.0,0,1,33,0,0,0,1,0,0,0,5,Tim McClelland,"R.Vogelsong (99-61-L), C.Hensley (3), D.Otero (3), J.Affeldt (3), G.Mota (3)"
9,9,10,10,Apr 16,,PHI,"L,2-5",9.0,10,5,5,0,1,8,0,1,4.29,39,137,89,0.0,0.0,0,0,37,3,0,0,0,0,0,0,3,Marty Foster,"T.Lincecum (4-41-L), D.Otero (0), J.Affeldt (0)"
10,10,11,11,Apr 17,,PHI,"W,4-2",9.0,8,2,2,0,1,4,1,1,4.07,37,132,87,1.0,0.0,2,0,33,1,0,0,1,1,2,1,4,Tim Timmons,"M.Bumgarner (4-51-W), C.Hensley (1-H), S.Romo (4-H), S.Casilla (2-Sv)"
11,11,12,12,Apr 18,,PHI,"W,1-0",11.0,4,0,0,0,1,5,0,0,3.65,37,114,79,2.0,0.0,0,0,34,1,0,0,2,0,0,1,5,Jeff Kellogg,"M.Cain (4-86), S.Casilla (0), S.Romo (0), J.Lopez (3), C.Hensley (0-W)"
12,12,13,13,Apr 20,@,NYM,"W,4-3",10.0,8,3,3,0,4,9,2,0,3.57,42,193,121,5.0,1.0,0,0,38,0,0,0,0,0,0,0,7,Kerwin Danley,"B.Zito (5-50), G.Mota (4-H), J.Affeldt (3-H), S.Casilla (1), J.Lopez (1-BSv), S.Romo (1-W), C.Hensley (1-Sv)"
13,13,14,14,Apr 21,@,NYM,"L,4-5",8.2,9,5,3,2,3,8,0,0,3.54,37,145,92,4.0,1.0,0,1,31,2,0,0,3,0,1,0,5,Doug Eddings,"R.Vogelsong (5-61), J.Lopez (0), D.Otero (4), C.Hensley (0-L), J.Affeldt (0)"
14,14,15,15,Apr 23(1),@,NYM,"W,6-1",9.0,8,1,1,0,6,13,0,0,3.37,40,183,105,2.0,0.0,1,0,34,2,0,0,0,0,0,1,4,Paul Nauert,"T.Lincecum (6-58-W), G.Mota (2), J.Affeldt (1), D.Otero (1)"
15,15,16,16,Apr 23(2),@,NYM,"W,7-2",9.0,6,2,2,0,4,5,0,0,3.28,37,144,86,3.0,0.0,0,0,31,1,0,0,1,1,0,0,4,Dana DeMuth,"M.Bumgarner (5-69-W), J.Lopez (1), C.Hensley (1-H), S.Casilla (2)"
16,16,17,17,Apr 24,@,CIN,"L,2-9",8.0,11,9,9,0,3,7,2,1,3.64,39,152,106,0.0,0.0,1,0,34,5,0,0,1,0,0,0,2,Vic Carapazza,"M.Cain (5-56-L), D.Otero (0)"
